station,fold,horizon_steps,method,condition,ramp_direction,n,coverage,undercoverage_error,mean_width,normalized_width,mean_interval_score
CSGS6,q4_2020,1,oracle_ramp_mondrian,irradiance_outage,down,148,0.8986486486486487,0.0013513513513513375,15.678116798400879,0.4479461908340454,20.6903133392334
CSGS6,q4_2020,1,oracle_ramp_mondrian,irradiance_outage,up,156,0.8782051282051282,0.02179487179487183,15.941428184509277,0.45546936988830566,19.69189453125
CSGS6,q4_2020,1,oracle_ramp_mondrian,recent_power_outage,down,148,0.8783783783783784,0.021621621621621623,15.922191619873047,0.4549197554588318,22.89610481262207
CSGS6,q4_2020,1,oracle_ramp_mondrian,recent_power_outage,up,156,0.9166666666666666,0.0,16.550830841064453,0.47288087010383606,20.048219680786133
CSGS6,q4_2020,1,oracle_ramp_mondrian,weather_outage,down,148,0.7972972972972973,0.10270270270270276,14.827280044555664,0.4236365854740143,22.800884246826172
CSGS6,q4_2020,1,oracle_ramp_mondrian,weather_outage,up,156,0.8974358974358975,0.002564102564102555,15.755646705627441,0.450161337852478,18.685775756835938
CSGS6,q4_2020,1,persistence_condition_cqr,clean,down,148,0.013513513513513514,0.8864864864864865,7.1166672706604,0.20333334803581238,54.497474670410156
CSGS6,q4_2020,1,persistence_condition_cqr,clean,up,156,0.038461538461538464,0.8615384615384616,7.070085525512695,0.20200245082378387,58.682090759277344
CSGS6,q4_2020,1,persistence_condition_cqr,combined_outage,down,148,0.6756756756756757,0.22432432432432436,22.388879776000977,0.6396822929382324,46.391807556152344
CSGS6,q4_2020,1,persistence_condition_cqr,combined_outage,up,156,0.5833333333333334,0.31666666666666665,19.321773529052734,0.5520506501197815,45.48472595214844
CSGS6,q4_2020,1,persistence_condition_cqr,irradiance_outage,down,148,0.013513513513513514,0.8864864864864865,7.1166672706604,0.20333334803581238,54.497474670410156
CSGS6,q4_2020,1,persistence_condition_cqr,irradiance_outage,up,156,0.038461538461538464,0.8615384615384616,7.070085525512695,0.20200245082378387,58.682090759277344
CSGS6,q4_2020,1,persistence_condition_cqr,recent_power_outage,down,148,0.6756756756756757,0.22432432432432436,22.388879776000977,0.6396822929382324,46.391807556152344
CSGS6,q4_2020,1,persistence_condition_cqr,recent_power_outage,up,156,0.5833333333333334,0.31666666666666665,19.321773529052734,0.5520506501197815,45.48472595214844
CSGS6,q4_2020,1,persistence_condition_cqr,weather_outage,down,148,0.013513513513513514,0.8864864864864865,7.1166672706604,0.20333334803581238,54.497474670410156
CSGS6,q4_2020,1,persistence_condition_cqr,weather_outage,up,156,0.038461538461538464,0.8615384615384616,7.070085525512695,0.20200245082378387,58.682090759277344
CSGS6,q4_2020,1,robust_condition_cqr,clean,down,148,0.49324324324324326,0.40675675675675677,9.242177963256836,0.26406222581863403,34.32478332519531
CSGS6,q4_2020,1,robust_condition_cqr,clean,up,156,0.5576923076923077,0.3423076923076923,10.129475593566895,0.28941360116004944,26.737943649291992
CSGS6,q4_2020,1,robust_condition_cqr,combined_outage,down,148,0.6216216216216216,0.2783783783783784,11.207826614379883,0.3202236294746399,29.723615646362305
CSGS6,q4_2020,1,robust_condition_cqr,combined_outage,up,156,0.6987179487179487,0.20128205128205134,10.50012493133545,0.3000035583972931,24.371850967407227
CSGS6,q4_2020,1,robust_condition_cqr,irradiance_outage,down,148,0.6013513513513513,0.2986486486486487,10.084249496459961,0.28812140226364136,28.302846908569336
CSGS6,q4_2020,1,robust_condition_cqr,irradiance_outage,up,156,0.5576923076923077,0.3423076923076923,10.355916976928711,0.29588332772254944,27.785737991333008
CSGS6,q4_2020,1,robust_condition_cqr,recent_power_outage,down,148,0.49324324324324326,0.40675675675675677,10.328190803527832,0.2950911521911621,34.62289810180664
CSGS6,q4_2020,1,robust_condition_cqr,recent_power_outage,up,156,0.6346153846153846,0.26538461538461544,10.967551231384277,0.3133586049079895,25.0889892578125
CSGS6,q4_2020,1,robust_condition_cqr,weather_outage,down,148,0.4864864864864865,0.4135135135135135,9.137856483459473,0.26108160614967346,35.81789016723633
CSGS6,q4_2020,1,robust_condition_cqr,weather_outage,up,156,0.6410256410256411,0.25897435897435894,10.072881698608398,0.28779661655426025,25.220766067504883
CSGS6,q4_2020,1,robust_local_cqr,clean,down,148,0.5743243243243243,0.3256756756756757,10.668841361999512,0.30482402443885803,31.34427833557129
CSGS6,q4_2020,1,robust_local_cqr,clean,up,156,0.6666666666666666,0.2333333333333334,11.760496139526367,0.33601418137550354,23.539371490478516
CSGS6,q4_2020,1,robust_local_cqr,combined_outage,down,148,0.7094594594594594,0.1905405405405406,12.968040466308594,0.3705154359340668,26.720563888549805
CSGS6,q4_2020,1,robust_local_cqr,combined_outage,up,156,0.7115384615384616,0.18846153846153846,11.761595726013184,0.33604559302330017,22.68556022644043
CSGS6,q4_2020,1,robust_local_cqr,irradiance_outage,down,148,0.6621621621621622,0.23783783783783785,11.433564186096191,0.3266732692718506,25.867116928100586
CSGS6,q4_2020,1,robust_local_cqr,irradiance_outage,up,156,0.6474358974358975,0.25256410256410255,11.728376388549805,0.33509647846221924,24.639902114868164
CSGS6,q4_2020,1,robust_local_cqr,recent_power_outage,down,148,0.527027027027027,0.37297297297297305,10.784687042236328,0.30813392996788025,34.037479400634766
CSGS6,q4_2020,1,robust_local_cqr,recent_power_outage,up,156,0.6730769230769231,0.2269230769230769,11.534037590026855,0.32954391837120056,23.96407127380371
CSGS6,q4_2020,1,robust_local_cqr,weather_outage,down,148,0.5743243243243243,0.3256756756756757,10.514927864074707,0.30042651295661926,32.837745666503906
CSGS6,q4_2020,1,robust_local_cqr,weather_outage,up,156,0.6923076923076923,0.20769230769230773,11.735430717468262,0.3352980315685272,22.367773056030273
CSGS6,q4_2020,1,robust_risk_mondrian,clean,down,148,0.5878378378378378,0.3121621621621622,10.668245315551758,0.30480700731277466,30.627071380615234
CSGS6,q4_2020,1,robust_risk_mondrian,clean,up,156,0.6730769230769231,0.2269230769230769,11.665080070495605,0.3332880139350891,23.45024871826172
CSGS6,q4_2020,1,robust_risk_mondrian,combined_outage,down,148,0.722972972972973,0.177027027027027,13.297232627868652,0.37992092967033386,25.687267303466797
CSGS6,q4_2020,1,robust_risk_mondrian,combined_outage,up,156,0.75,0.15000000000000002,12.29024887084961,0.3511499762535095,21.919544219970703
CSGS6,q4_2020,1,robust_risk_mondrian,irradiance_outage,down,148,0.668918918918919,0.23108108108108105,11.564932823181152,0.3304266631603241,25.883602142333984
CSGS6,q4_2020,1,robust_risk_mondrian,irradiance_outage,up,156,0.6666666666666666,0.2333333333333334,11.723878860473633,0.3349679708480835,24.66921043395996
CSGS6,q4_2020,1,robust_risk_mondrian,recent_power_outage,down,148,0.5472972972972973,0.35270270270270276,11.25393009185791,0.32154086232185364,31.535123825073242
CSGS6,q4_2020,1,robust_risk_mondrian,recent_power_outage,up,156,0.7307692307692307,0.1692307692307693,11.950431823730469,0.34144091606140137,23.06033706665039
CSGS6,q4_2020,1,robust_risk_mondrian,weather_outage,down,148,0.581081081081081,0.318918918918919,10.333043098449707,0.29522979259490967,32.38648223876953
CSGS6,q4_2020,1,robust_risk_mondrian,weather_outage,up,156,0.7051282051282052,0.19487179487179485,11.424701690673828,0.32642003893852234,22.479045867919922
CSGS6,q4_2020,1,robust_rolling_cqr,clean,down,148,0.5,0.4,9.18931770324707,0.2625519335269928,34.679039001464844
CSGS6,q4_2020,1,robust_rolling_cqr,clean,up,156,0.5512820512820513,0.3487179487179487,10.057514190673828,0.28735753893852234,26.920406341552734
CSGS6,q4_2020,1,robust_rolling_cqr,combined_outage,down,148,0.5540540540540541,0.34594594594594597,10.445144653320312,0.29843270778656006,33.8521614074707
CSGS6,q4_2020,1,robust_rolling_cqr,combined_outage,up,156,0.6602564102564102,0.23974358974358978,9.719902038574219,0.2777114808559418,25.34645652770996
CSGS6,q4_2020,1,robust_rolling_cqr,irradiance_outage,down,148,0.6013513513513513,0.2986486486486487,10.043092727661133,0.28694549202919006,28.518577575683594
CSGS6,q4_2020,1,robust_rolling_cqr,irradiance_outage,up,156,0.5576923076923077,0.3423076923076923,10.31112003326416,0.2946034371852875,27.891265869140625
CSGS6,q4_2020,1,robust_rolling_cqr,recent_power_outage,down,148,0.4797297297297297,0.4202702702702703,10.072011947631836,0.2877717614173889,36.027244567871094
CSGS6,q4_2020,1,robust_rolling_cqr,recent_power_outage,up,156,0.6089743589743589,0.2910256410256411,10.691777229309082,0.30547934770584106,25.676557540893555
CSGS6,q4_2020,1,robust_rolling_cqr,weather_outage,down,148,0.46621621621621623,0.4337837837837838,9.018321990966797,0.25766634941101074,36.4560546875
CSGS6,q4_2020,1,robust_rolling_cqr,weather_outage,up,156,0.6089743589743589,0.2910256410256411,9.93801498413086,0.2839432954788208,25.57328987121582
CSGS6,q4_2020,4,clean_condition_cqr,clean,down,475,0.8273684210526315,0.07263157894736849,7.793858051300049,0.2226816564798355,21.088001251220703
CSGS6,q4_2020,4,clean_condition_cqr,clean,up,465,0.8193548387096774,0.08064516129032262,9.951749801635742,0.2843357026576996,18.386934280395508
CSGS6,q4_2020,4,clean_condition_cqr,combined_outage,down,475,1.0,0.0,14.469547271728516,0.4134156405925751,14.469549179077148
CSGS6,q4_2020,4,clean_condition_cqr,combined_outage,up,465,0.8602150537634409,0.03978494623655915,19.50254249572754,0.5572155117988586,24.802125930786133
CSGS6,q4_2020,4,clean_condition_cqr,irradiance_outage,down,475,0.96,0.0,10.749523162841797,0.30712923407554626,11.727682113647461
CSGS6,q4_2020,4,clean_condition_cqr,irradiance_outage,up,465,0.832258064516129,0.06774193548387097,12.494034767150879,0.35697242617607117,19.594846725463867
CSGS6,q4_2020,4,clean_condition_cqr,recent_power_outage,down,475,0.9936842105263158,0.0,11.932819366455078,0.34093770384788513,12.007820129394531
CSGS6,q4_2020,4,clean_condition_cqr,recent_power_outage,up,465,0.8129032258064516,0.08709677419354844,15.006935119628906,0.428769588470459,23.428497314453125
CSGS6,q4_2020,4,clean_condition_cqr,weather_outage,down,475,0.8294736842105264,0.07052631578947366,7.797346115112305,0.22278131544589996,20.984037399291992
CSGS6,q4_2020,4,clean_condition_cqr,weather_outage,up,465,0.8473118279569892,0.052688172043010795,10.7449369430542,0.30699819326400757,16.28003692626953
CSGS6,q4_2020,4,lgbm_condition_cqr,clean,down,475,0.7852631578947369,0.11473684210526314,7.822976589202881,0.2235136181116104,18.615894317626953
CSGS6,q4_2020,4,lgbm_condition_cqr,clean,up,465,0.8193548387096774,0.08064516129032262,12.127422332763672,0.3464977741241455,15.435904502868652
CSGS6,q4_2020,4,lgbm_condition_cqr,combined_outage,down,475,1.0,0.0,16.357696533203125,0.46736276149749756,16.357696533203125
CSGS6,q4_2020,4,lgbm_condition_cqr,combined_outage,up,465,0.9956989247311828,0.0,20.026552200317383,0.5721871852874756,20.049631118774414
CSGS6,q4_2020,4,lgbm_condition_cqr,irradiance_outage,down,475,0.8968421052631579,0.0031578947368421373,10.168489456176758,0.290528267621994,14.623724937438965
CSGS6,q4_2020,4,lgbm_condition_cqr,irradiance_outage,up,465,0.9505376344086022,0.0,13.909499168395996,0.39741426706314087,14.95207691192627
CSGS6,q4_2020,4,lgbm_condition_cqr,recent_power_outage,down,475,0.9957894736842106,0.0,13.209349632263184,0.37740999460220337,13.252141952514648
CSGS6,q4_2020,4,lgbm_condition_cqr,recent_power_outage,up,465,0.9548387096774194,0.0,16.141145706176758,0.4611755907535553,17.28658676147461
CSGS6,q4_2020,4,lgbm_condition_cqr,weather_outage,down,475,0.8505263157894737,0.049473684210526336,8.59188175201416,0.24548234045505524,18.060319900512695
CSGS6,q4_2020,4,lgbm_condition_cqr,weather_outage,up,465,0.8774193548387097,0.022580645161290325,12.330110549926758,0.3522888720035553,14.347328186035156
CSGS6,q4_2020,4,oracle_ramp_mondrian,clean,down,475,0.9284210526315789,0.0,11.685598373413086,0.3338742256164551,18.165578842163086
CSGS6,q4_2020,4,oracle_ramp_mondrian,clean,up,465,0.9483870967741935,0.0,14.31393814086914,0.4089696705341339,16.052776336669922
CSGS6,q4_2020,4,oracle_ramp_mondrian,combined_outage,down,475,0.9452631578947368,0.0,13.016130447387695,0.3718894422054291,17.8233585357666
CSGS6,q4_2020,4,oracle_ramp_mondrian,combined_outage,up,465,0.9763440860215054,0.0,14.679378509521484,0.4194108247756958,15.282881736755371
CSGS6,q4_2020,4,oracle_ramp_mondrian,irradiance_outage,down,475,0.9347368421052632,0.0,11.879253387451172,0.3394072353839874,17.879560470581055
CSGS6,q4_2020,4,oracle_ramp_mondrian,irradiance_outage,up,465,0.9591397849462365,0.0,13.99678897857666,0.39990824460983276,15.083356857299805
CSGS6,q4_2020,4,oracle_ramp_mondrian,recent_power_outage,down,475,0.9368421052631579,0.0,12.057884216308594,0.3445109724998474,17.599802017211914
CSGS6,q4_2020,4,oracle_ramp_mondrian,recent_power_outage,up,465,0.9440860215053763,0.0,14.744311332702637,0.4212660491466522,16.23940658569336
CSGS6,q4_2020,4,oracle_ramp_mondrian,weather_outage,down,475,0.9305263157894736,0.0,11.407173156738281,0.3259192407131195,18.392601013183594
CSGS6,q4_2020,4,oracle_ramp_mondrian,weather_outage,up,465,0.9634408602150538,0.0,13.798742294311523,0.3942497670650482,14.96838665008545
CSGS6,q4_2020,4,persistence_condition_cqr,clean,down,475,0.25684210526315787,0.6431578947368422,15.200474739074707,0.4342992901802063,45.51017379760742
CSGS6,q4_2020,4,persistence_condition_cqr,clean,up,465,0.1935483870967742,0.7064516129032259,13.022305488586426,0.37206587195396423,46.550689697265625
CSGS6,q4_2020,4,persistence_condition_cqr,combined_outage,down,475,0.3684210526315789,0.5315789473684212,27.275699615478516,0.7793056964874268,70.2753677368164
CSGS6,q4_2020,4,persistence_condition_cqr,combined_outage,up,465,0.5935483870967742,0.30645161290322587,17.61195945739746,0.5031988620758057,39.935237884521484
CSGS6,q4_2020,4,persistence_condition_cqr,irradiance_outage,down,475,0.25684210526315787,0.6431578947368422,15.200474739074707,0.4342992901802063,45.51017379760742
CSGS6,q4_2020,4,persistence_condition_cqr,irradiance_outage,up,465,0.1935483870967742,0.7064516129032259,13.022305488586426,0.37206587195396423,46.550689697265625
CSGS6,q4_2020,4,persistence_condition_cqr,recent_power_outage,down,475,0.3684210526315789,0.5315789473684212,27.275699615478516,0.7793056964874268,70.2753677368164
CSGS6,q4_2020,4,persistence_condition_cqr,recent_power_outage,up,465,0.5935483870967742,0.30645161290322587,17.61195945739746,0.5031988620758057,39.935237884521484
CSGS6,q4_2020,4,persistence_condition_cqr,weather_outage,down,475,0.25684210526315787,0.6431578947368422,15.200474739074707,0.4342992901802063,45.51017379760742
CSGS6,q4_2020,4,persistence_condition_cqr,weather_outage,up,465,0.1935483870967742,0.7064516129032259,13.022305488586426,0.37206587195396423,46.550689697265625
CSGS6,q4_2020,4,robust_condition_cqr,clean,down,475,0.8589473684210527,0.04105263157894734,7.5197038650512695,0.21484868228435516,18.910707473754883
CSGS6,q4_2020,4,robust_condition_cqr,clean,up,465,0.853763440860215,0.04623655913978497,9.539887428283691,0.2725682258605957,15.362281799316406
CSGS6,q4_2020,4,robust_condition_cqr,combined_outage,down,475,0.9052631578947369,0.0,9.838581085205078,0.28110232949256897,17.52119255065918
CSGS6,q4_2020,4,robust_condition_cqr,combined_outage,up,465,0.9204301075268817,0.0,10.9470853805542,0.31277385354042053,13.362210273742676
CSGS6,q4_2020,4,robust_condition_cqr,irradiance_outage,down,475,0.8757894736842106,0.02421052631578946,8.42631721496582,0.24075192213058472,17.946500778198242
CSGS6,q4_2020,4,robust_condition_cqr,irradiance_outage,up,465,0.896774193548387,0.003225806451612967,10.073638916015625,0.2878182530403137,13.999495506286621
CSGS6,q4_2020,4,robust_condition_cqr,recent_power_outage,down,475,0.8863157894736842,0.013684210526315854,8.942276954650879,0.2554936408996582,17.74922752380371
CSGS6,q4_2020,4,robust_condition_cqr,recent_power_outage,up,465,0.8795698924731182,0.02043010752688179,11.109002113342285,0.3174000680446625,15.46069049835205
CSGS6,q4_2020,4,robust_condition_cqr,weather_outage,down,475,0.8652631578947368,0.03473684210526318,7.67464542388916,0.2192755788564682,19.054637908935547
CSGS6,q4_2020,4,robust_condition_cqr,weather_outage,up,465,0.8731182795698925,0.026881720430107503,9.528550148010254,0.27224430441856384,14.04128360748291
CSGS6,q4_2020,4,robust_local_cqr,clean,down,475,0.8821052631578947,0.017894736842105297,8.61066722869873,0.24601906538009644,18.805139541625977
CSGS6,q4_2020,4,robust_local_cqr,clean,up,465,0.9075268817204301,0.0,12.148696899414062,0.34710562229156494,15.918417930603027
CSGS6,q4_2020,4,robust_local_cqr,combined_outage,down,475,0.9157894736842105,0.0,10.248363494873047,0.2928103804588318,16.673633575439453
CSGS6,q4_2020,4,robust_local_cqr,combined_outage,up,465,0.9440860215053763,0.0,12.643771171569824,0.3612506091594696,14.221214294433594
CSGS6,q4_2020,4,robust_local_cqr,irradiance_outage,down,475,0.8989473684210526,0.001052631578947416,9.401253700256348,0.2686072587966919,17.99371337890625
CSGS6,q4_2020,4,robust_local_cqr,irradiance_outage,up,465,0.9225806451612903,0.0,12.579386711120605,0.3594110608100891,15.037245750427246
CSGS6,q4_2020,4,robust_local_cqr,recent_power_outage,down,475,0.9010526315789473,0.0,10.07562255859375,0.2878749370574951,18.228227615356445
CSGS6,q4_2020,4,robust_local_cqr,recent_power_outage,up,465,0.9225806451612903,0.0,13.350871086120605,0.3814534544944763,16.103836059570312
CSGS6,q4_2020,4,robust_local_cqr,weather_outage,down,475,0.8842105263157894,0.015789473684210575,8.710220336914062,0.24886344373226166,18.945024490356445
CSGS6,q4_2020,4,robust_local_cqr,weather_outage,up,465,0.9118279569892473,0.0,12.095097541809082,0.3455742299556732,14.799569129943848
CSGS6,q4_2020,4,robust_risk_mondrian,clean,down,475,0.888421052631579,0.011578947368421022,8.935909271240234,0.2553116977214813,19.05951499938965
CSGS6,q4_2020,4,robust_risk_mondrian,clean,up,465,0.9075268817204301,0.0,11.186762809753418,0.3196218013763428,15.21778392791748
CSGS6,q4_2020,4,robust_risk_mondrian,combined_outage,down,475,0.9094736842105263,0.0,10.423039436340332,0.29780113697052,17.87645149230957
CSGS6,q4_2020,4,robust_risk_mondrian,combined_outage,up,465,0.9419354838709677,0.0,12.227253913879395,0.34935012459754944,13.872223854064941
CSGS6,q4_2020,4,robust_risk_mondrian,irradiance_outage,down,475,0.9073684210526316,0.0,9.788240432739258,0.279664009809494,18.09111785888672
CSGS6,q4_2020,4,robust_risk_mondrian,irradiance_outage,up,465,0.9225806451612903,0.0,11.748701095581055,0.3356771767139435,14.145075798034668
CSGS6,q4_2020,4,robust_risk_mondrian,recent_power_outage,down,475,0.9052631578947369,0.0,10.379969596862793,0.2965705692768097,18.280996322631836
CSGS6,q4_2020,4,robust_risk_mondrian,recent_power_outage,up,465,0.9225806451612903,0.0,12.90053939819336,0.36858683824539185,15.577232360839844
CSGS6,q4_2020,4,robust_risk_mondrian,weather_outage,down,475,0.8821052631578947,0.017894736842105297,8.712080955505371,0.2489165961742401,19.15741729736328
CSGS6,q4_2020,4,robust_risk_mondrian,weather_outage,up,465,0.8989247311827957,0.0010752688172043223,10.73311710357666,0.3066605031490326,13.999401092529297
CSGS6,q4_2020,4,robust_rolling_cqr,clean,down,475,0.8378947368421052,0.062105263157894774,6.480362892150879,0.18515323102474213,19.525022506713867
CSGS6,q4_2020,4,robust_rolling_cqr,clean,up,465,0.7784946236559139,0.12150537634408609,8.419381141662598,0.24055375158786774,16.027957916259766
CSGS6,q4_2020,4,robust_rolling_cqr,combined_outage,down,475,0.8084210526315789,0.0915789473684211,7.922262668609619,0.22635036706924438,18.514551162719727
CSGS6,q4_2020,4,robust_rolling_cqr,combined_outage,up,465,0.853763440860215,0.04623655913978497,8.800821304321289,0.2514520287513733,12.942530632019043
CSGS6,q4_2020,4,robust_rolling_cqr,irradiance_outage,down,475,0.8126315789473684,0.08736842105263165,7.252677917480469,0.20721936225891113,18.596147537231445
CSGS6,q4_2020,4,robust_rolling_cqr,irradiance_outage,up,465,0.8236559139784946,0.07634408602150544,8.812729835510254,0.2517922818660736,14.185237884521484
CSGS6,q4_2020,4,robust_rolling_cqr,recent_power_outage,down,475,0.8463157894736842,0.05368421052631578,7.614728927612305,0.2175636887550354,18.34002113342285
CSGS6,q4_2020,4,robust_rolling_cqr,recent_power_outage,up,465,0.8150537634408602,0.0849462365591398,9.659563064575195,0.27598750591278076,15.78609848022461
CSGS6,q4_2020,4,robust_rolling_cqr,weather_outage,down,475,0.8378947368421052,0.062105263157894774,6.696467876434326,0.19132764637470245,19.73456382751465
CSGS6,q4_2020,4,robust_rolling_cqr,weather_outage,up,465,0.8193548387096774,0.08064516129032262,8.480372428894043,0.24229635298252106,14.140381813049316
CSGS7,q1_2020,1,clean_condition_cqr,clean,down,332,0.5301204819277109,0.36987951807228914,8.267356872558594,0.2755785584449768,33.20390319824219
CSGS7,q1_2020,1,clean_condition_cqr,clean,up,252,0.29365079365079366,0.6063492063492064,8.75394344329834,0.29179811477661133,50.05370330810547
CSGS7,q1_2020,1,clean_condition_cqr,combined_outage,down,332,0.9849397590361446,0.0,22.09735679626465,0.7365785837173462,22.286592483520508
CSGS7,q1_2020,1,clean_condition_cqr,combined_outage,up,252,0.7222222222222222,0.1777777777777778,22.447711944580078,0.748257040977478,33.94948196411133
CSGS7,q1_2020,1,clean_condition_cqr,irradiance_outage,down,332,0.8825301204819277,0.01746987951807233,14.293709754943848,0.47645699977874756,17.492704391479492
CSGS7,q1_2020,1,clean_condition_cqr,irradiance_outage,up,252,0.45634920634920634,0.4436507936507937,12.135700225830078,0.4045233428478241,45.55506134033203
CSGS7,q1_2020,1,clean_condition_cqr,recent_power_outage,down,332,0.9849397590361446,0.0,19.905675888061523,0.6635225415229797,20.0384464263916
CSGS7,q1_2020,1,clean_condition_cqr,recent_power_outage,up,252,0.503968253968254,0.39603174603174607,18.666851043701172,0.6222283840179443,49.077030181884766
CSGS7,q1_2020,1,clean_condition_cqr,weather_outage,down,332,0.5542168674698795,0.3457831325301205,8.365213394165039,0.27884045243263245,31.159587860107422
CSGS7,q1_2020,1,clean_condition_cqr,weather_outage,up,252,0.2698412698412698,0.6301587301587301,8.665658950805664,0.28885528445243835,53.3317756652832
CSGS7,q1_2020,1,lgbm_condition_cqr,clean,down,332,0.6807228915662651,0.21927710843373494,10.135316848754883,0.3378438949584961,26.039688110351562
CSGS7,q1_2020,1,lgbm_condition_cqr,clean,up,252,0.503968253968254,0.39603174603174607,11.887596130371094,0.39625319838523865,34.17355728149414
CSGS7,q1_2020,1,lgbm_condition_cqr,combined_outage,down,332,0.9909638554216867,0.0,21.329025268554688,0.710967481136322,21.36448097229004
CSGS7,q1_2020,1,lgbm_condition_cqr,combined_outage,up,252,0.7182539682539683,0.18174603174603177,22.18722152709961,0.7395740747451782,31.747407913208008
CSGS7,q1_2020,1,lgbm_condition_cqr,irradiance_outage,down,332,0.6807228915662651,0.21927710843373494,10.12782096862793,0.33759403228759766,24.588092803955078
CSGS7,q1_2020,1,lgbm_condition_cqr,irradiance_outage,up,252,0.5,0.4,11.79008960723877,0.393002986907959,32.04132080078125
CSGS7,q1_2020,1,lgbm_condition_cqr,recent_power_outage,down,332,0.9969879518072289,0.0,21.182729721069336,0.7060909867286682,21.186973571777344
CSGS7,q1_2020,1,lgbm_condition_cqr,recent_power_outage,up,252,0.6984126984126984,0.20158730158730165,21.67202377319336,0.7224007844924927,32.27596664428711
CSGS7,q1_2020,1,lgbm_condition_cqr,weather_outage,down,332,0.6746987951807228,0.22530120481927718,9.933180809020996,0.331106036901474,25.950159072875977
CSGS7,q1_2020,1,lgbm_condition_cqr,weather_outage,up,252,0.45634920634920634,0.4436507936507937,11.749238967895508,0.3916412889957428,37.00661849975586
CSGS7,q1_2020,1,oracle_ramp_mondrian,clean,down,332,0.8975903614457831,0.002409638554216942,15.75584888458252,0.5251949429512024,21.654979705810547
CSGS7,q1_2020,1,oracle_ramp_mondrian,clean,up,252,0.8174603174603174,0.08253968253968258,17.091947555541992,0.569731593132019,22.765047073364258
CSGS7,q1_2020,1,oracle_ramp_mondrian,combined_outage,down,332,0.8614457831325302,0.03855421686746985,16.431053161621094,0.5477017760276794,22.78773307800293
CSGS7,q1_2020,1,oracle_ramp_mondrian,combined_outage,up,252,0.8849206349206349,0.015079365079365137,17.181251525878906,0.5727083683013916,21.282129287719727
CSGS7,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,down,332,0.8795180722891566,0.02048192771084345,15.56165599822998,0.518721878528595,22.766586303710938
CSGS7,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,up,252,0.8452380952380952,0.05476190476190479,17.138540267944336,0.5712846517562866,21.468914031982422
CSGS7,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,down,332,0.9066265060240963,0.0,16.0576114654541,0.5352537035942078,20.016117095947266
CSGS7,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,up,252,0.8214285714285714,0.07857142857142863,17.599836349487305,0.5866612195968628,24.000558853149414
CSGS7,q1_2020,1,oracle_ramp_mondrian,weather_outage,down,332,0.9006024096385542,0.0,15.721729278564453,0.5240576267242432,20.771268844604492
CSGS7,q1_2020,1,oracle_ramp_mondrian,weather_outage,up,252,0.8015873015873016,0.0984126984126984,16.868995666503906,0.5622998476028442,23.390727996826172
CSGS7,q1_2020,1,persistence_condition_cqr,clean,down,332,0.09036144578313253,0.8096385542168675,6.334000587463379,0.21113334596157074,65.34928131103516
CSGS7,q1_2020,1,persistence_condition_cqr,clean,up,252,0.04365079365079365,0.8563492063492064,6.303102493286133,0.21010342240333557,67.72744750976562
CSGS7,q1_2020,1,persistence_condition_cqr,combined_outage,down,332,0.8343373493975904,0.06566265060240961,23.521913528442383,0.7840637564659119,31.47263526916504
CSGS7,q1_2020,1,persistence_condition_cqr,combined_outage,up,252,0.8928571428571429,0.0071428571428571175,22.269798278808594,0.7423266172409058,29.341278076171875
CSGS7,q1_2020,1,persistence_condition_cqr,irradiance_outage,down,332,0.09036144578313253,0.8096385542168675,6.334000587463379,0.21113334596157074,65.34928131103516
CSGS7,q1_2020,1,persistence_condition_cqr,irradiance_outage,up,252,0.04365079365079365,0.8563492063492064,6.303102493286133,0.21010342240333557,67.72744750976562
CSGS7,q1_2020,1,persistence_condition_cqr,recent_power_outage,down,332,0.8343373493975904,0.06566265060240961,23.521913528442383,0.7840637564659119,31.47263526916504
CSGS7,q1_2020,1,persistence_condition_cqr,recent_power_outage,up,252,0.8928571428571429,0.0071428571428571175,22.269798278808594,0.7423266172409058,29.341278076171875
CSGS7,q1_2020,1,persistence_condition_cqr,weather_outage,down,332,0.09036144578313253,0.8096385542168675,6.334000587463379,0.21113334596157074,65.34928131103516
CSGS7,q1_2020,1,persistence_condition_cqr,weather_outage,up,252,0.04365079365079365,0.8563492063492064,6.303102493286133,0.21010342240333557,67.72744750976562
CSGS7,q1_2020,1,robust_condition_cqr,clean,down,332,0.6385542168674698,0.2614457831325302,9.42273998260498,0.3140913248062134,28.50570297241211
CSGS7,q1_2020,1,robust_condition_cqr,clean,up,252,0.43253968253968256,0.46746031746031746,10.804442405700684,0.3601480722427368,38.413543701171875
CSGS7,q1_2020,1,robust_condition_cqr,combined_outage,down,332,0.6656626506024096,0.23433734939759043,10.780288696289062,0.3593429625034332,30.23079490661621
CSGS7,q1_2020,1,robust_condition_cqr,combined_outage,up,252,0.623015873015873,0.276984126984127,11.455227851867676,0.38184091448783875,28.887577056884766
CSGS7,q1_2020,1,robust_condition_cqr,irradiance_outage,down,332,0.6295180722891566,0.27048192771084345,9.895950317382812,0.3298650085926056,30.26983070373535
