station,fold,horizon_steps,method_base,condition,ramp_group,n_base,coverage_base,coverage_error_base,mean_width_base,median_width_base,interval_score_base,mae_base,rmse_base,undercoverage_error_base,overcoverage_error_base,normalized_width_base,normalized_interval_score_base,ramp_prevalence_base,method_local,n_local,coverage_local,coverage_error_local,mean_width_local,median_width_local,interval_score_local,mae_local,rmse_local,undercoverage_error_local,overcoverage_error_local,normalized_width_local,normalized_interval_score_local,ramp_prevalence_local,undercoverage_improvement,coverage_error_improvement,interval_score_change,width_change
CSGS2,q2_2020,1,robust_condition_cqr,irradiance_outage,non_ramp,5487,0.9066885365409149,0.006688536540914836,14.490271685005093,13.639511108398438,17.266527825461694,2.6375696050956727,4.4905156947897975,0.0,0.006688536540914836,0.11146362834619301,0.1328194448112438,,robust_local_cqr,5487,0.9422270821942774,0.0422270821942774,16.247144751229442,16.117774963378906,17.726320369032056,2.6375696050956727,4.4905156947897975,0.0,0.0422270821942774,0.12497803654791878,0.13635631053101582,,0.0,-0.03553854565336256,0.45979254357036226,1.7568730662243492
CSGS2,q2_2020,1,robust_condition_cqr,irradiance_outage,ramp,337,0.47477744807121663,0.4252225519287834,29.99123181362888,29.88323974609375,117.71853618169042,16.539178280872832,18.878806976365823,0.4252225519287834,0.0,0.2307017831817606,0.9055272013976187,0.05786401098901099,robust_local_cqr,337,0.5400593471810089,0.3599406528189911,33.45598247143211,31.837814331054688,104.95972223876139,16.539178280872832,18.878806976365823,0.3599406528189911,0.0,0.25735371131870854,0.8073824787597029,0.05786401098901099,0.06528189910979226,0.06528189910979226,-12.758813942929038,3.464750657803229
CSGS2,q2_2020,1,robust_condition_cqr,recent_power_outage,non_ramp,5487,0.936212866776016,0.036212866776015984,22.200422662176553,22.371395111083984,27.328829656133074,4.78461833955954,8.20223068065091,0.0,0.036212866776015984,0.17077248201674272,0.21022176658563904,,robust_local_cqr,5487,0.9283761618370694,0.02837616183706937,24.717550843866547,23.55547332763672,27.286516285971793,4.78461833955954,8.20223068065091,0.0,0.02837616183706937,0.19013500649128112,0.20989627912285994,,0.0,0.007836704938946615,-0.04231337016128123,2.517128181689994
CSGS2,q2_2020,1,robust_condition_cqr,recent_power_outage,ramp,337,0.6379821958456974,0.26201780415430265,38.506146900731665,38.73971080780029,100.405573782652,15.798682941527325,19.369621984801192,0.26201780415430265,0.0,0.2962011300056282,0.7723505675588616,0.05786401098901099,robust_local_cqr,337,0.7210682492581603,0.17893175074183976,44.03693092541454,44.41947555541992,88.906768841984,15.798682941527325,19.369621984801192,0.17893175074183976,0.0,0.33874562250318874,0.6838982218614155,0.05786401098901099,0.08308605341246289,0.08308605341246289,-11.498804940667995,5.530784024682873
CSGS2,q2_2020,1,robust_condition_cqr,weather_outage,non_ramp,5487,0.8981228357936942,0.0018771642063057925,12.98402334763413,12.14033317565918,15.974048437022796,2.479992893219798,4.270889390749728,0.0018771642063057925,0.0,0.0998771026741087,0.12287729566940613,,robust_local_cqr,5487,0.9294696555494806,0.029469655549480556,15.069095201246254,14.673137664794922,16.56991859663579,2.479992893219798,4.270889390749728,0.0,0.029469655549480556,0.11591611693266349,0.12746091228181378,,0.0018771642063057925,-0.027592491343174763,0.5958701596129945,2.085071853612124
CSGS2,q2_2020,1,robust_condition_cqr,weather_outage,ramp,337,0.42729970326409494,0.4727002967359051,27.698531722456483,27.376686096191406,123.47809717138726,16.839182696639607,19.143304915289423,0.4727002967359051,0.0,0.21306562863428063,0.9498315167029789,0.05786401098901099,robust_local_cqr,337,0.5341246290801187,0.3658753709198813,32.73504142874426,31.297691345214844,103.96073289299578,16.839182696639607,19.143304915289423,0.3658753709198813,0.0,0.25180801099034045,0.7996979453307368,0.05786401098901099,0.10682492581602376,0.10682492581602376,-19.517364278391483,5.036509706287777
CSGS2,q2_2020,4,robust_condition_cqr,clean,non_ramp,5267,0.9124738940573381,0.01247389405733812,21.190948073392036,21.697059631347656,28.112463857982473,5.0044403555742,8.10295434319066,0.0,0.01247389405733812,0.16300729287224644,0.21624972198448056,,robust_local_cqr,5267,0.924435162331498,0.024435162331498006,25.952823545806393,26.4239501953125,30.2130361238683,5.0044403555742,8.10295434319066,0.0,0.024435162331498006,0.19963710419851072,0.2324079701836023,,0.0,-0.011961268274159886,2.100572265885827,4.761875472414356
CSGS2,q2_2020,4,robust_condition_cqr,clean,ramp,557,0.6481149012567325,0.2518850987432675,32.522479488161565,31.004945755004883,102.90314082378652,15.319087360983906,20.875904298472378,0.2518850987432675,0.0,0.25017291913970435,0.7915626217214348,0.09563873626373626,robust_local_cqr,557,0.7289048473967684,0.1710951526032316,38.315878748037655,37.083441734313965,89.91981607472233,15.319087360983906,20.875904298472378,0.1710951526032316,0.0,0.29473752883105886,0.6916908928824795,0.09563873626373626,0.08078994614003587,0.08078994614003587,-12.983324749064181,5.7933992598760895
CSGS2,q2_2020,4,robust_condition_cqr,combined_outage,non_ramp,5267,0.921777102715018,0.021777102715017982,29.106040693393734,30.511190533638,38.86221181268153,7.299223478418816,11.439314382631757,0.0,0.021777102715017982,0.22389262071841334,0.29894009086678097,,robust_local_cqr,5267,0.9037402696031896,0.0037402696031896276,31.039557899959767,33.450374603271484,41.414735011087735,7.299223478418816,11.439314382631757,0.0,0.0037402696031896276,0.2387658299996905,0.3185748847006749,,0.0,0.018036833111828354,2.552523198406206,1.9335172065660338
CSGS2,q2_2020,4,robust_condition_cqr,combined_outage,ramp,557,0.7737881508078994,0.1262118491921006,39.364110812290676,39.181495666503906,91.20112879575636,14.29165522296724,19.6238106250917,0.1262118491921006,0.0,0.302800852402236,0.7015471445827413,0.09563873626373626,robust_local_cqr,557,0.8168761220825853,0.08312387791741471,41.48704892820286,39.997440338134766,82.16761962264856,14.29165522296724,19.6238106250917,0.08312387791741471,0.0,0.3191311456015605,0.632058612481912,0.09563873626373626,0.04308797127468589,0.04308797127468589,-9.033509173107802,2.1229381159121843
