station,fold,horizon_steps,method,worst_undercoverage,mean_abs_coverage_error,mean_normalized_width,mean_normalized_interval_score
CSGS6,q3_2020,1,lgbm_condition_cqr,0.34556113902847574,0.10848210054240207,0.3789729215019512,0.5375601716973168
CSGS6,q3_2020,1,oracle_ramp_mondrian,0.0413721413721414,0.012059016179619209,0.2910078316170296,0.3625828525627782
CSGS6,q3_2020,1,persistence_condition_cqr,0.9,0.31504922710952865,0.3413408723957391,0.8753227251257851
CSGS6,q3_2020,1,robust_condition_cqr,0.3974874371859297,0.18067934329240862,0.20872632022967977,0.4858105778257917
CSGS6,q3_2020,1,robust_local_cqr,0.22830820770519267,0.11668104271119346,0.2471628418056305,0.421679127582372
CSGS6,q3_2020,1,robust_risk_mondrian,0.27688442211055275,0.13196281286733547,0.2308816811845325,0.4405606170182807
CSGS6,q3_2020,1,robust_rolling_cqr,0.3723618090452262,0.17101287955559313,0.21979208667119976,0.46929811699679497
CSGS6,q3_2020,4,clean_condition_cqr,0.37486033519553075,0.11560136877989347,0.33052051669265925,0.5771113306651146
CSGS6,q3_2020,4,lgbm_condition_cqr,0.1723463687150838,0.07124281152920539,0.3561512844133985,0.47127037805950556
CSGS6,q3_2020,4,oracle_ramp_mondrian,0.06550657385924208,0.03618510933388638,0.3239887439071024,0.42385285407831386
CSGS6,q3_2020,4,persistence_condition_cqr,0.7924581005586593,0.3032827169935234,0.4935310524357848,1.0164165883584697
CSGS6,q3_2020,4,robust_condition_cqr,0.26592178770949726,0.1319590446192865,0.25477487099833607,0.49306863636029713
CSGS6,q3_2020,4,robust_local_cqr,0.13743016759776538,0.06290675619040212,0.2960129569303384,0.4352689794457745
CSGS6,q3_2020,4,robust_risk_mondrian,0.20446927374301682,0.10070458895557084,0.27235402937764064,0.4640504101080851
CSGS6,q3_2020,4,robust_rolling_cqr,0.19748603351955307,0.0931549123557445,0.28129781662819575,0.4646250009614995
CSGS6,q4_2020,1,clean_condition_cqr,0.5381578947368422,0.19433022922636103,0.33336541942241127,0.6745566843689665
CSGS6,q4_2020,1,lgbm_condition_cqr,0.3967105263157895,0.15203174483486653,0.34253155783512285,0.5942330434581041
CSGS6,q4_2020,1,oracle_ramp_mondrian,0.051315789473684204,0.04220423013120193,0.28112233254993774,0.35650569823311695
CSGS6,q4_2020,1,persistence_condition_cqr,0.8736842105263158,0.3621923540944051,0.3334445931040123,0.9594357764135989
CSGS6,q4_2020,1,robust_condition_cqr,0.37368421052631584,0.19750037701704115,0.20308309582452394,0.4791482962967004
CSGS6,q4_2020,1,robust_local_cqr,0.2980263157894737,0.16609862765797015,0.22383870740255882,0.44559969920334613
CSGS6,q4_2020,1,robust_risk_mondrian,0.268421052631579,0.1543498341125019,0.2262916875830426,0.4374243041054776
