station,fold,horizon_steps,method,condition,ramp_group,n,coverage,coverage_error,mean_width,median_width,interval_score,mae,rmse,undercoverage_error,overcoverage_error,normalized_width,normalized_interval_score,ramp_prevalence
CSGS5,q3_2020,1,lgbm_condition_cqr,weather_outage,ramp,588,0.6241496598639455,0.2758503401360545,34.444688694919044,35.01063823699951,79.6151643530244,17.417691750591302,19.417861825810157,0.2758503401360545,0.0,0.31313353359017315,0.7237742213911309,0.1279930343926861
CSGS5,q3_2020,1,oracle_ramp_mondrian,clean,non_ramp,4006,0.9051422865701447,0.005142286570144705,16.871651013400378,15.91440200805664,19.785949215338963,2.958707458050889,4.6737130718724895,0.0,0.005142286570144705,0.15337864557636707,0.17987226559399058,
CSGS5,q3_2020,1,oracle_ramp_mondrian,clean,ramp,588,0.9183673469387755,0.01836734693877551,51.16301948622782,51.21738958358765,61.75864067308757,14.69240078390861,17.077666981441322,0.0,0.01836734693877551,0.4651183589657074,0.5614421879371597,0.1279930343926861
CSGS5,q3_2020,1,oracle_ramp_mondrian,combined_outage,non_ramp,4006,0.9228657014478283,0.02286570144782829,28.965430211572464,29.58346152305603,34.383658932534956,6.352791685646812,8.824040667578837,0.0,0.02286570144782829,0.26332209283247693,0.3125787175684996,
CSGS5,q3_2020,1,oracle_ramp_mondrian,combined_outage,ramp,588,0.9081632653061225,0.008163265306122436,49.76946142407096,49.883271872997284,62.80633644739381,13.613492887847277,16.724013588302594,0.0,0.008163265306122436,0.452449649309736,0.5709666949763074,0.1279930343926861
CSGS5,q3_2020,1,oracle_ramp_mondrian,irradiance_outage,non_ramp,4006,0.9395906140788817,0.03959061407888165,19.97168702137848,19.225263595581055,21.637240547212638,3.1099009446395702,4.728639029627819,0.0,0.03959061407888165,0.18156079110344073,0.19670218679284215,
CSGS5,q3_2020,1,oracle_ramp_mondrian,irradiance_outage,ramp,588,0.923469387755102,0.02346938775510199,52.85709237695045,52.050795555114746,62.223410194093475,15.05434493223826,17.349242828058248,0.0,0.02346938775510199,0.4805190216086404,0.5656673654008497,0.1279930343926861
CSGS5,q3_2020,1,oracle_ramp_mondrian,recent_power_outage,non_ramp,4006,0.9228657014478283,0.02286570144782829,21.18227646661087,21.351530075073242,23.809793687945035,3.848784462193095,6.255949418618076,0.0,0.02286570144782829,0.19256614969646244,0.2164526698904094,
CSGS5,q3_2020,1,oracle_ramp_mondrian,recent_power_outage,ramp,588,0.9166666666666666,0.016666666666666607,52.71705978930149,53.01223278045654,64.17140317960408,14.916558083222837,17.371268070628275,0.0,0.016666666666666607,0.479245998084559,0.5833763925418554,0.1279930343926861
CSGS5,q3_2020,1,oracle_ramp_mondrian,weather_outage,non_ramp,4006,0.9071392910634049,0.007139291063404829,17.397832704168554,17.03832769393921,20.23905103707527,3.027755191883503,4.759703405649451,0.0,0.007139291063404829,0.15816211549244139,0.18399137306432065,
CSGS5,q3_2020,1,oracle_ramp_mondrian,weather_outage,ramp,588,0.9166666666666666,0.016666666666666607,51.73841214849024,51.87600231170654,62.107761728723034,14.521736998136351,16.99186159469682,0.0,0.016666666666666607,0.47034920134991126,0.564616015715664,0.1279930343926861
CSGS5,q3_2020,1,persistence_condition_cqr,clean,non_ramp,4006,1.0,0.09999999999999998,24.6658013011201,28.359996795654297,24.6658013011201,3.3171267876628447,4.181623121284254,0.0,0.09999999999999998,0.22423455728291,0.22423455728291,
CSGS5,q3_2020,1,persistence_condition_cqr,clean,ramp,588,0.2755102040816326,0.6244897959183674,28.184830038624558,28.360000610351562,151.2409525654551,19.88649660632724,21.627286205024685,0.6244897959183674,0.0,0.2562257276238596,1.3749177505950463,0.1279930343926861
CSGS5,q3_2020,1,persistence_condition_cqr,combined_outage,non_ramp,4006,0.7673489765351972,0.13265102346480284,,,,,,0.13265102346480284,0.0,,,
CSGS5,q3_2020,1,persistence_condition_cqr,combined_outage,ramp,588,0.8452380952380952,0.05476190476190479,,,,,,0.05476190476190479,0.0,,,0.1279930343926861
CSGS5,q3_2020,1,persistence_condition_cqr,irradiance_outage,non_ramp,4006,1.0,0.09999999999999998,24.6658013011201,28.359996795654297,24.6658013011201,3.3171267876628447,4.181623121284254,0.0,0.09999999999999998,0.22423455728291,0.22423455728291,
CSGS5,q3_2020,1,persistence_condition_cqr,irradiance_outage,ramp,588,0.2755102040816326,0.6244897959183674,28.184830038624558,28.360000610351562,151.2409525654551,19.88649660632724,21.627286205024685,0.6244897959183674,0.0,0.2562257276238596,1.3749177505950463,0.1279930343926861
CSGS5,q3_2020,1,persistence_condition_cqr,recent_power_outage,non_ramp,4006,0.7673489765351972,0.13265102346480284,,,,,,0.13265102346480284,0.0,,,
CSGS5,q3_2020,1,persistence_condition_cqr,recent_power_outage,ramp,588,0.8452380952380952,0.05476190476190479,,,,,,0.05476190476190479,0.0,,,0.1279930343926861
CSGS5,q3_2020,1,persistence_condition_cqr,weather_outage,non_ramp,4006,1.0,0.09999999999999998,24.6658013011201,28.359996795654297,24.6658013011201,3.3171267876628447,4.181623121284254,0.0,0.09999999999999998,0.22423455728291,0.22423455728291,
CSGS5,q3_2020,1,persistence_condition_cqr,weather_outage,ramp,588,0.2755102040816326,0.6244897959183674,28.184830038624558,28.360000610351562,151.2409525654551,19.88649660632724,21.627286205024685,0.6244897959183674,0.0,0.2562257276238596,1.3749177505950463,0.1279930343926861
CSGS5,q3_2020,1,robust_condition_cqr,clean,non_ramp,4006,0.95282076884673,0.052820768846729926,18.558672030637236,17.662266492843628,20.27216083139062,2.958707458050889,4.6737130718724895,0.0,0.052820768846729926,0.16871520027852033,0.1842923711944602,
CSGS5,q3_2020,1,robust_condition_cqr,clean,ramp,588,0.6224489795918368,0.27755102040816326,32.574798152965755,32.51845169067383,81.08437815531582,14.69240078390861,17.077666981441322,0.27755102040816326,0.0,0.29613452866332507,0.737130710502871,0.1279930343926861
CSGS5,q3_2020,1,robust_condition_cqr,combined_outage,non_ramp,4006,0.9400898652021967,0.040089865202196706,30.417053481747004,31.081904888153076,34.73614483298578,6.352791685646812,8.824040667578837,0.0,0.040089865202196706,0.2765186680158819,0.3157831348453253,
CSGS5,q3_2020,1,robust_condition_cqr,combined_outage,ramp,588,0.7874149659863946,0.11258503401360542,39.720292261364506,39.81680488586426,68.29596525116438,13.613492887847277,16.724013588302594,0.11258503401360542,0.0,0.3610935660124046,0.6208724113742216,0.1279930343926861
CSGS5,q3_2020,1,robust_condition_cqr,irradiance_outage,non_ramp,4006,0.9458312531203196,0.04583125312031955,20.115684312260598,19.371667861938477,21.69612453159795,3.1099009446395702,4.728639029627819,0.0,0.04583125312031955,0.18286985738418726,0.19723749574179952,
CSGS5,q3_2020,1,robust_condition_cqr,irradiance_outage,ramp,588,0.6190476190476191,0.28095238095238095,33.40075691961715,32.443437576293945,80.0600913067152,15.05434493223826,17.349242828058248,0.28095238095238095,0.0,0.3036432447237923,0.727819011879229,0.1279930343926861
CSGS5,q3_2020,1,robust_condition_cqr,recent_power_outage,non_ramp,4006,0.9563155267099351,0.056315526709935115,22.385331629424417,22.59482765197754,24.303799133782224,3.848784462193095,6.255949418618076,0.0,0.056315526709935115,0.20350301481294925,0.22094362848892932,
CSGS5,q3_2020,1,robust_condition_cqr,recent_power_outage,ramp,588,0.6547619047619048,0.24523809523809526,33.61847134836677,33.791321992874146,81.24641363474788,14.916558083222837,17.371268070628275,0.24523809523809526,0.0,0.30562246680333427,0.7386037603158898,0.1279930343926861
CSGS5,q3_2020,1,robust_condition_cqr,weather_outage,non_ramp,4006,0.9505741387918123,0.05057413879181227,18.892762836745273,18.575881958007812,20.668019443448504,3.027755191883503,4.759703405649451,0.0,0.05057413879181227,0.17175238942495702,0.18789108584953185,
CSGS5,q3_2020,1,robust_condition_cqr,weather_outage,ramp,588,0.6292517006802721,0.2707482993197279,32.99241459329112,33.11180782318115,80.02677201454331,14.521736998136351,16.99186159469682,0.2707482993197279,0.0,0.29993104175719204,0.727516109223121,0.1279930343926861
CSGS5,q3_2020,1,robust_local_cqr,clean,non_ramp,4006,0.9520718921617574,0.05207189216175734,19.690514686767962,17.609318733215332,21.0086515428971,2.958707458050889,4.6737130718724895,0.0,0.05207189216175734,0.17900467897061784,0.19098774129906454,
CSGS5,q3_2020,1,robust_local_cqr,clean,ramp,588,0.7278911564625851,0.17210884353741496,37.8566270953133,38.56905555725098,72.34764381411935,14.69240078390861,17.077666981441322,0.17210884353741496,0.0,0.3441511554119391,0.6577058528556304,0.1279930343926861
CSGS5,q3_2020,1,robust_local_cqr,combined_outage,non_ramp,4006,0.9063904143784324,0.006390414378432352,29.498075410071834,30.45669984817505,34.27386363726754,6.352791685646812,8.824040667578837,0.0,0.006390414378432352,0.26816432190974393,0.311580578520614,
CSGS5,q3_2020,1,robust_local_cqr,combined_outage,ramp,588,0.814625850340136,0.08537414965986401,42.70574462486013,42.85743808746338,65.885051900749,13.613492887847277,16.724013588302594,0.08537414965986401,0.0,0.388234042044183,0.5989550172795364,0.1279930343926861
CSGS5,q3_2020,1,robust_local_cqr,irradiance_outage,non_ramp,4006,0.972790813779331,0.07279081377933094,22.33690959917001,20.317610263824463,23.09544719110207,3.1099009446395702,4.728639029627819,0.0,0.07279081377933094,0.20306281453790917,0.20995861082820064,
CSGS5,q3_2020,1,robust_local_cqr,irradiance_outage,ramp,588,0.7517006802721088,0.14829931972789123,39.53462373602147,39.84235763549805,69.07223753337146,15.05434493223826,17.349242828058248,0.14829931972789123,0.0,0.35940567032746795,0.6279294321215587,0.1279930343926861
CSGS5,q3_2020,1,robust_local_cqr,recent_power_outage,non_ramp,4006,0.964053919121318,0.06405391912131797,24.042735833713145,23.491994857788086,25.301120976845723,3.848784462193095,6.255949418618076,0.0,0.06405391912131797,0.21857032576102858,0.2300101906985975,
CSGS5,q3_2020,1,robust_local_cqr,recent_power_outage,ramp,588,0.7551020408163265,0.14489795918367354,38.58835807179107,38.46636962890625,72.8119068701251,14.916558083222837,17.371268070628275,0.14489795918367354,0.0,0.3508032551981006,0.6619264260920463,0.1279930343926861
CSGS5,q3_2020,1,robust_local_cqr,weather_outage,non_ramp,4006,0.9518222666000998,0.05182226660009981,20.17426665905255,18.424856185913086,21.506304535116485,3.027755191883503,4.759703405649451,0.0,0.05182226660009981,0.183402424173205,0.19551185941014987,
CSGS5,q3_2020,1,robust_local_cqr,weather_outage,ramp,588,0.7346938775510204,0.16530612244897958,38.30674839790176,38.90371036529541,71.31331461749109,14.521736998136351,16.99186159469682,0.16530612244897958,0.0,0.34824316725365234,0.6483028601590098,0.1279930343926861
CSGS5,q3_2020,1,robust_risk_mondrian,clean,non_ramp,4006,0.936345481777334,0.03634548177733399,19.32220922963583,17.167072296142578,20.99736007435581,2.958707458050889,4.6737130718724895,0.0,0.03634548177733399,0.1756564475421439,0.19088509158505282,
CSGS5,q3_2020,1,robust_risk_mondrian,clean,ramp,588,0.7091836734693877,0.1908163265306123,36.77759367065365,37.3457555770874,72.37518826593347,14.69240078390861,17.077666981441322,0.1908163265306123,0.0,0.3343417606423059,0.6579562569630316,0.1279930343926861
CSGS5,q3_2020,1,robust_risk_mondrian,combined_outage,non_ramp,4006,0.9301048427358961,0.030104842735896087,30.370577746668864,31.31049633026123,34.77993884461007,6.352791685646812,8.824040667578837,0.0,0.030104842735896087,0.2760961613333533,0.31618126222372794,
CSGS5,q3_2020,1,robust_risk_mondrian,combined_outage,ramp,588,0.7925170068027211,0.10748299319727894,40.23648457948853,40.10791206359863,67.68125695922748,13.613492887847277,16.724013588302594,0.10748299319727894,0.0,0.36578622344989575,0.6152841541747953,0.1279930343926861
CSGS5,q3_2020,1,robust_risk_mondrian,irradiance_outage,non_ramp,4006,0.9505741387918123,0.05057413879181227,21.289473355578078,19.519752502441406,22.497724543609493,3.1099009446395702,4.728639029627819,0.0,0.05057413879181227,0.19354066686889163,0.20452476857826812,
CSGS5,q3_2020,1,robust_risk_mondrian,irradiance_outage,ramp,588,0.7074829931972789,0.1925170068027211,37.76239205090975,37.753448486328125,71.90942909963886,15.05434493223826,17.349242828058248,0.1925170068027211,0.0,0.34329447319008866,0.6537220827239896,0.1279930343926861
CSGS5,q3_2020,1,robust_risk_mondrian,recent_power_outage,non_ramp,4006,0.9495756365451822,0.049575636545182156,23.677244279219774,24.735595226287842,25.253741655536405,3.848784462193095,6.255949418618076,0.0,0.049575636545182156,0.21524767526563432,0.2295794695957855,
CSGS5,q3_2020,1,robust_risk_mondrian,recent_power_outage,ramp,588,0.7074829931972789,0.1925170068027211,36.31095804811335,36.44533157348633,75.22718163250255,14.916558083222837,17.371268070628275,0.1925170068027211,0.0,0.3300996186192123,0.6838834693863868,0.1279930343926861
CSGS5,q3_2020,1,robust_risk_mondrian,weather_outage,non_ramp,4006,0.9390913629555666,0.03909136295556659,19.72241234195805,17.879645824432373,21.3705808250924,3.027755191883503,4.759703405649451,0.0,0.03909136295556659,0.1792946576541641,0.19427800750084,
CSGS5,q3_2020,1,robust_risk_mondrian,weather_outage,ramp,588,0.7159863945578231,0.18401360544217693,37.0375837740444,37.70723342895508,71.96743236715291,14.521736998136351,16.99186159469682,0.18401360544217693,0.0,0.33670530703676727,0.6542493851559356,0.1279930343926861
CSGS5,q3_2020,1,robust_rolling_cqr,clean,non_ramp,4006,0.9470793809286071,0.047079380928607084,18.244980252191674,17.27175784111023,20.099136426173075,2.958707458050889,4.6737130718724895,0.0,0.047079380928607084,0.16586345683810613,0.18271942205611885,
CSGS5,q3_2020,1,robust_rolling_cqr,clean,ramp,588,0.6037414965986394,0.2962585034013606,32.210748344051595,32.17239189147949,82.3603564079116,14.69240078390861,17.077666981441322,0.2962585034013606,0.0,0.29282498494592357,0.7487305127991963,0.1279930343926861
CSGS5,q3_2020,1,robust_rolling_cqr,combined_outage,non_ramp,4006,0.9221168247628557,0.022116824762855702,29.008554736946333,29.840679168701172,34.14464424061101,6.352791685646812,8.824040667578837,0.0,0.022116824762855702,0.2637141339722394,0.31040585673282733,
CSGS5,q3_2020,1,robust_rolling_cqr,combined_outage,ramp,588,0.75,0.15000000000000002,38.001083299897765,38.11813163757324,71.16114331961793,13.613492887847277,16.724013588302594,0.15000000000000002,0.0,0.34546439363543424,0.6469194847237995,0.1279930343926861
CSGS5,q3_2020,1,robust_rolling_cqr,irradiance_outage,non_ramp,4006,0.95481777333999,0.05481777333998994,20.422468530723386,19.71761131286621,21.81884801633443,3.1099009446395702,4.728639029627819,0.0,0.05481777333998994,0.18565880482475805,0.19835316378485848,
CSGS5,q3_2020,1,robust_rolling_cqr,irradiance_outage,ramp,588,0.6190476190476191,0.28095238095238095,33.73993238715493,32.902323722839355,79.21605247309824,15.05434493223826,17.349242828058248,0.28095238095238095,0.0,0.30672665806504484,0.7201459315736204,0.1279930343926861
CSGS5,q3_2020,1,robust_rolling_cqr,recent_power_outage,non_ramp,4006,0.9480778831752371,0.04807788317523709,21.891458106945937,22.00045321881771,24.01590533656695,3.848784462193095,6.255949418618076,0.0,0.04807788317523709,0.19901325551769034,0.21832641215060863,
CSGS5,q3_2020,1,robust_rolling_cqr,recent_power_outage,ramp,588,0.6530612244897959,0.24693877551020416,33.126128357283925,33.29324722290039,82.69931417419797,14.916558083222837,17.371268070628275,0.24693877551020416,0.0,0.3011466214298539,0.7518119470381633,0.1279930343926861
CSGS5,q3_2020,1,robust_rolling_cqr,weather_outage,non_ramp,4006,0.9520718921617574,0.05207189216175734,18.719918200326926,18.230064034461975,20.524783554304346,3.027755191883503,4.759703405649451,0.0,0.05207189216175734,0.1701810745484266,0.18658894140276677,
CSGS5,q3_2020,1,robust_rolling_cqr,weather_outage,ramp,588,0.6275510204081632,0.2724489795918368,32.82675354578057,32.8709020614624,80.57750829141968,14.521736998136351,16.99186159469682,0.2724489795918368,0.0,0.29842503223436884,0.7325228026492698,0.1279930343926861
CSGS5,q3_2020,4,clean_condition_cqr,clean,non_ramp,3793,0.9559715264961771,0.05597152649617709,28.491634663251965,28.322944164276123,31.199213186668945,5.260775206752481,7.5854167060426425,0.0,0.05597152649617709,0.2590148605750179,0.2836292107878995,
CSGS5,q3_2020,4,clean_condition_cqr,clean,ramp,527,0.6470588235294118,0.2529411764705882,36.11713723524472,36.551618576049805,95.92613376425385,16.57121318137623,20.4025226501697,0.2529411764705882,0.0,0.32833761122949745,0.8720557614932168,0.12199074074074075
CSGS5,q3_2020,4,clean_condition_cqr,combined_outage,non_ramp,3793,0.9361982599525441,0.03619825995254411,74.02728412989228,76.87854766845703,78.08914964104152,24.31078851347823,32.40649306680946,0.0,0.03619825995254411,0.672975310271748,0.7099013603731047,
CSGS5,q3_2020,4,clean_condition_cqr,combined_outage,ramp,527,0.9278937381404174,0.0278937381404174,73.0762281182595,74.9756851196289,80.00354144333436,27.800385923267996,33.80619349756728,0.0,0.0278937381404174,0.6643293465296317,0.7273049222121305,0.12199074074074075
CSGS5,q3_2020,4,clean_condition_cqr,irradiance_outage,non_ramp,3793,0.9232797258107039,0.023279725810703922,40.859250298326785,37.13556909561157,45.25610886228234,9.166393023057928,11.6851346396991,0.0,0.023279725810703922,0.371447729984789,0.411419171475294,
CSGS5,q3_2020,4,clean_condition_cqr,irradiance_outage,ramp,527,0.7324478178368121,0.1675521821631879,46.85518195481522,46.881529808044434,91.97528481186568,16.801077571494304,21.459085046569797,0.1675521821631879,0.0,0.4259561995892293,0.8361389528351425,0.12199074074074075
CSGS5,q3_2020,4,clean_condition_cqr,recent_power_outage,non_ramp,3793,0.9607171104666491,0.06071711046664907,52.642912441517176,50.95159149169922,55.13896681541283,17.708264892773038,24.742241465785842,0.0,0.06071711046664907,0.47857193128651976,0.5012633346855712,
CSGS5,q3_2020,4,clean_condition_cqr,recent_power_outage,ramp,527,0.8064516129032258,0.09354838709677427,58.13309204610916,58.863346099853516,91.83339935290915,20.580416509503433,26.508553407206644,0.09354838709677427,0.0,0.5284826549646288,0.8348490850264468,0.12199074074074075
CSGS5,q3_2020,4,clean_condition_cqr,weather_outage,non_ramp,3793,0.9588716055892433,0.058871605589243314,29.19447060591732,29.126991271972656,32.09317154931717,5.284752288729675,7.7253542179612955,0.0,0.058871605589243314,0.265404278235612,0.29175610499379245,
CSGS5,q3_2020,4,clean_condition_cqr,weather_outage,ramp,527,0.6641366223908919,0.23586337760910814,37.27091446869514,37.75979995727539,94.87470665834208,16.558525305545306,20.508824803384176,0.23586337760910814,0.0,0.33882649516995583,0.8624973332576552,0.12199074074074075
CSGS5,q3_2020,4,lgbm_condition_cqr,clean,non_ramp,3793,0.9311890324281571,0.03118903242815707,31.4938588100871,33.57064628601074,34.19613068644731,5.094212424689808,7.416966598434378,0.0,0.03118903242815707,0.2863078073644282,0.3108739153313392,
CSGS5,q3_2020,4,lgbm_condition_cqr,clean,ramp,527,0.681214421252372,0.21878557874762805,38.945278283767045,41.90854358673096,78.95037998442858,18.22637935223118,21.98132677350299,0.21878557874762805,0.0,0.3540479843978822,0.7177307271311689,0.12199074074074075
CSGS5,q3_2020,4,lgbm_condition_cqr,combined_outage,non_ramp,3793,0.9348800421829686,0.034880042182968585,67.75466037330858,74.02054595947266,71.29259733948832,24.499781637990022,33.026251311163925,0.0,0.034880042182968585,0.615951457939169,0.6481145212680757,
CSGS5,q3_2020,4,lgbm_condition_cqr,combined_outage,ramp,527,0.9165085388994307,0.016508538899430714,68.01442698238019,75.29208374023438,75.97549894502991,28.791908397846477,35.18573318948533,0.0,0.016508538899430714,0.6183129725670926,0.6906863540457264,0.12199074074074075
CSGS5,q3_2020,4,lgbm_condition_cqr,irradiance_outage,non_ramp,3793,0.9356709728447139,0.03567097284471388,39.25059441345256,39.09763789176941,41.80853128459549,11.990768758977367,15.902297545949162,0.0,0.03567097284471388,0.35682358557684146,0.38007755713268626,
CSGS5,q3_2020,4,lgbm_condition_cqr,irradiance_outage,ramp,527,0.825426944971537,0.07457305502846301,46.49401739064385,47.30511283874512,66.82135821881738,17.995499376780167,23.310637015445426,0.07457305502846301,0.0,0.42267288536948955,0.6074668928983398,0.12199074074074075
CSGS5,q3_2020,4,lgbm_condition_cqr,recent_power_outage,non_ramp,3793,0.9412074874769312,0.04120748747693115,62.4824673974228,68.74091339111328,65.77191140335529,19.407754368534974,26.14348406163316,0.0,0.04120748747693115,0.5680224308856618,0.59792646730323,
CSGS5,q3_2020,4,lgbm_condition_cqr,recent_power_outage,ramp,527,0.8994307400379506,0.0005692599620493732,66.01314085032048,72.53589630126953,77.4105060077935,23.44175116545335,29.622345261011926,0.0005692599620493732,0.0,0.6001194622756407,0.7037318727981228,0.12199074074074075
CSGS5,q3_2020,4,lgbm_condition_cqr,weather_outage,non_ramp,3793,0.9348800421829686,0.034880042182968585,31.61874787876446,33.487778663635254,34.26069820018236,5.085477183626501,7.460480851755138,0.0,0.034880042182968585,0.28744316253422236,0.31146089272893057,
CSGS5,q3_2020,4,lgbm_condition_cqr,weather_outage,ramp,527,0.6925996204933587,0.20740037950664136,39.190892661771464,42.044504165649414,79.50350797583528,18.14983893458712,21.97644034878322,0.20740037950664136,0.0,0.35628084237974056,0.7227591634166843,0.12199074074074075
CSGS5,q3_2020,4,oracle_ramp_mondrian,clean,non_ramp,3793,0.9069338254679673,0.006933825467967281,28.37780915829433,28.617636680603027,33.82388719339773,5.815979297955332,8.398753142158052,0.0,0.006933825467967281,0.25798008325722116,0.307489883576343,
CSGS5,q3_2020,4,oracle_ramp_mondrian,clean,ramp,527,0.9278937381404174,0.0278937381404174,57.393562129078404,58.54353904724121,68.20489263663552,14.972630845753924,19.0881284695472,0.0,0.0278937381404174,0.5217596557188946,0.6200444785148683,0.12199074074074075
CSGS5,q3_2020,4,oracle_ramp_mondrian,combined_outage,non_ramp,3793,0.9151067756393356,0.015106775639335601,35.90055954985045,38.41500544548035,42.538455857698395,8.322025470281913,11.752584314131168,0.0,0.015106775639335601,0.3263687231804586,0.3867132350699854,
CSGS5,q3_2020,4,oracle_ramp_mondrian,combined_outage,ramp,527,0.9184060721062619,0.018406072106261884,56.39106512222389,60.782864809036255,69.90437606859253,14.218274675465173,18.659246063016973,0.0,0.018406072106261884,0.5126460465656717,0.6354943278962957,0.12199074074074075
CSGS5,q3_2020,4,oracle_ramp_mondrian,irradiance_outage,non_ramp,3793,0.911152122330609,0.011152122330609027,32.67350950607067,34.57014274597168,37.56860356339819,6.751487714075428,9.372266091758307,0.0,0.011152122330609027,0.2970319046006425,0.34153275966725627,
CSGS5,q3_2020,4,oracle_ramp_mondrian,irradiance_outage,ramp,527,0.9146110056925996,0.014611005692599544,57.53764023826912,59.9095025062561,68.11471250306893,14.136323640423436,18.29924485442385,0.0,0.014611005692599544,0.5230694567115375,0.6192246591188084,0.12199074074074075
CSGS5,q3_2020,4,oracle_ramp_mondrian,recent_power_outage,non_ramp,3793,0.9077247561297126,0.007724756129712573,30.514041476223053,30.94214916229248,35.776927779526446,6.47533793481631,9.181860054289082,0.0,0.007724756129712573,0.2774003770565732,0.32524479799569495,
CSGS5,q3_2020,4,oracle_ramp_mondrian,recent_power_outage,ramp,527,0.9127134724857685,0.012713472485768484,57.271504762715026,60.036834716796875,69.5698486365081,14.55722364777632,18.46472264409474,0.0,0.012713472485768484,0.5206500432974093,0.6324531694228009,0.12199074074074075
CSGS5,q3_2020,4,oracle_ramp_mondrian,weather_outage,non_ramp,3793,0.9140522014236752,0.014052201423675137,28.67403219966623,29.382031440734863,33.937199272039564,5.846617644936013,8.500610917891098,0.0,0.014052201423675137,0.26067301999696574,0.30851999338217784,
CSGS5,q3_2020,4,oracle_ramp_mondrian,weather_outage,ramp,527,0.9297912713472486,0.02979127134724857,58.026370166061334,59.99498176574707,66.82678568829469,14.960762001531627,19.12850385735979,0.0,0.02979127134724857,0.527512456055103,0.6075162335299518,0.12199074074074075
CSGS5,q3_2020,4,persistence_condition_cqr,clean,non_ramp,3793,1.0,0.09999999999999998,42.289045670538975,48.68000030517578,42.289045670538975,9.331927214568196,11.30019902924377,0.0,0.09999999999999998,0.3844458697321725,0.3844458697321725,
CSGS5,q3_2020,4,persistence_condition_cqr,clean,ramp,527,0.3187855787476281,0.581214421252372,48.21223893552396,50.3799991607666,175.092314170366,30.918823532293597,32.03957711130764,0.581214421252372,0.0,0.43829308123203603,1.5917483106396908,0.12199074074074075
CSGS5,q3_2020,4,persistence_condition_cqr,combined_outage,non_ramp,3793,0.7790667018191405,0.12093329818085952,,,,,,0.12093329818085952,0.0,,,
CSGS5,q3_2020,4,persistence_condition_cqr,combined_outage,ramp,527,0.7077798861480076,0.19222011385199245,,,,,,0.19222011385199245,0.0,,,0.12199074074074075
CSGS5,q3_2020,4,persistence_condition_cqr,irradiance_outage,non_ramp,3793,1.0,0.09999999999999998,42.289045670538975,48.68000030517578,42.289045670538975,9.331927214568196,11.30019902924377,0.0,0.09999999999999998,0.3844458697321725,0.3844458697321725,
CSGS5,q3_2020,4,persistence_condition_cqr,irradiance_outage,ramp,527,0.3187855787476281,0.581214421252372,48.21223893552396,50.3799991607666,175.092314170366,30.918823532293597,32.03957711130764,0.581214421252372,0.0,0.43829308123203603,1.5917483106396908,0.12199074074074075
CSGS5,q3_2020,4,persistence_condition_cqr,recent_power_outage,non_ramp,3793,0.7790667018191405,0.12093329818085952,,,,,,0.12093329818085952,0.0,,,
CSGS5,q3_2020,4,persistence_condition_cqr,recent_power_outage,ramp,527,0.7077798861480076,0.19222011385199245,,,,,,0.19222011385199245,0.0,,,0.12199074074074075
CSGS5,q3_2020,4,persistence_condition_cqr,weather_outage,non_ramp,3793,1.0,0.09999999999999998,42.289045670538975,48.68000030517578,42.289045670538975,9.331927214568196,11.30019902924377,0.0,0.09999999999999998,0.3844458697321725,0.3844458697321725,
CSGS5,q3_2020,4,persistence_condition_cqr,weather_outage,ramp,527,0.3187855787476281,0.581214421252372,48.21223893552396,50.3799991607666,175.092314170366,30.918823532293597,32.03957711130764,0.581214421252372,0.0,0.43829308123203603,1.5917483106396908,0.12199074074074075
CSGS5,q3_2020,4,robust_condition_cqr,clean,non_ramp,3793,0.9356709728447139,0.03567097284471388,30.475012010315986,30.77703857421875,34.21018484586075,5.815979297955332,8.398753142158052,0.0,0.03567097284471388,0.27704556373014533,0.31100168041691595,
CSGS5,q3_2020,4,robust_condition_cqr,clean,ramp,527,0.7229601518026565,0.17703984819734353,37.496638521071404,38.20290184020996,78.65317250700558,14.972630845753924,19.0881284695472,0.17703984819734353,0.0,0.34087853200974005,0.715028840972778,0.12199074074074075
CSGS5,q3_2020,4,robust_condition_cqr,combined_outage,non_ramp,3793,0.9356709728447139,0.03567097284471388,37.79958470742084,40.504406213760376,42.895143834073394,8.322025470281913,11.752584314131168,0.0,0.03567097284471388,0.3436325882492804,0.38995585303703084,
CSGS5,q3_2020,4,robust_condition_cqr,combined_outage,ramp,527,0.825426944971537,0.07457305502846301,42.9358594450778,46.11748123168945,76.01721662106046,14.218274675465173,18.659246063016973,0.07457305502846301,0.0,0.3903259949552528,0.6910656056460042,0.12199074074074075
CSGS5,q3_2020,4,robust_condition_cqr,irradiance_outage,non_ramp,3793,0.9330345373055628,0.03303453730556283,34.40688286511869,36.39324426651001,37.87502711827821,6.751487714075428,9.372266091758307,0.0,0.03303453730556283,0.3127898442283517,0.34431842834798376,
CSGS5,q3_2020,4,robust_condition_cqr,irradiance_outage,ramp,527,0.7722960151802657,0.12770398481973433,39.993388825168644,41.63649368286133,76.04936730069952,14.136323640423436,18.29924485442385,0.12770398481973433,0.0,0.3635762620469877,0.6913578845518138,0.12199074074074075
CSGS5,q3_2020,4,robust_condition_cqr,recent_power_outage,non_ramp,3793,0.9383074083838651,0.03830740838386504,32.69839601411987,33.25717067718506,36.23952778258096,6.47533793481631,9.181860054289082,0.0,0.03830740838386504,0.2972581455829079,0.3294502525689178,
