station,fold,horizon_steps,threshold,method,condition,ramp_group,attempted_n,usable_n,covered_n,mean_width,median_width,interval_score,mae,n,unavailable_n,availability_rate,coverage,issued_coverage,service_coverage,coverage_error,undercoverage_error,overcoverage_error,service_coverage_error,service_undercoverage_error,service_overcoverage_error,normalized_width,normalized_interval_score,rmse,metric_denominator,service_denominator
CSGS8,q2_2020,4,0.25,robust_local_cqr,combined_outage,non_ramp,5724,5724,5529,4.368541833627568,4.005915403366089,4.654970086136618,0.8361760486737525,5724,0,1.0,0.9659329140461216,0.9659329140461216,0.9659329140461216,0.06593291404612156,0.0,0.06593291404612156,0.06593291404612156,0.0,0.06593291404612156,0.14561806112091893,0.15516566953788727,1.291284563313306,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,combined_outage,ramp,36,36,32,8.392933514383104,8.230347394943237,9.086656875080532,2.5562608771853976,36,0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.011111111111111183,0.011111111111111183,0.0,0.011111111111111183,0.011111111111111183,0.0,0.2797644504794368,0.3028885625026844,3.072330338492705,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,irradiance_outage,non_ramp,5724,5724,5575,3.9359760032135056,3.6464975476264954,4.19674366688829,0.7176039482966055,5724,0,1.0,0.9739692522711391,0.9739692522711391,0.9739692522711391,0.07396925227113904,0.0,0.07396925227113904,0.07396925227113904,0.0,0.07396925227113904,0.13119920010711686,0.139891455562943,1.130714450020271,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,irradiance_outage,ramp,36,36,30,7.704140663146973,7.638348817825317,9.672934532165527,2.3526582452985974,36,0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.06666666666666665,0.06666666666666665,0.0,0.06666666666666665,0.06666666666666665,0.0,0.25680468877156576,0.32243115107218423,2.8394012965680013,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,recent_power_outage,non_ramp,5724,5724,5465,5.328204277784705,5.213253676891327,5.7488909457064254,1.047019095785423,5724,0,1.0,0.9547519217330538,0.9547519217330538,0.9547519217330538,0.054751921733053766,0.0,0.054751921733053766,0.054751921733053766,0.0,0.054751921733053766,0.17760680925949016,0.1916296981902142,1.590345381389384,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,recent_power_outage,ramp,36,36,26,9.462347123357985,8.742345333099365,12.600634455680847,2.8599575890435114,36,0,1.0,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.1777777777777778,0.1777777777777778,0.0,0.1777777777777778,0.1777777777777778,0.0,0.3154115707785995,0.4200211485226949,3.333968800459884,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,weather_outage,non_ramp,5724,5724,5543,4.531723044837868,4.153621315956116,4.805841839737225,0.8332197134720473,5724,0,1.0,0.9683787561146052,0.9683787561146052,0.9683787561146052,0.0683787561146052,0.0,0.0683787561146052,0.0683787561146052,0.0,0.0683787561146052,0.15105743482792894,0.16019472799124082,1.2893971630659653,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_local_cqr,weather_outage,ramp,36,36,31,7.938985182179345,7.850101947784424,8.963515116108788,2.351582659615411,36,0,1.0,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.03888888888888886,0.03888888888888886,0.0,0.03888888888888886,0.03888888888888886,0.0,0.26463283940597815,0.2987838372036263,2.8339055553721475,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,clean,non_ramp,5724,5724,5254,3.7987215048114056,3.69776850938797,4.584903167451804,0.8256042581404658,5724,0,1.0,0.9178895877009084,0.9178895877009084,0.9178895877009084,0.017889587700908427,0.0,0.017889587700908427,0.017889587700908427,0.0,0.017889587700908427,0.1266240501603802,0.1528301055817268,1.275171759597719,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,clean,ramp,36,36,21,6.804419083727731,6.594442367553711,12.432606475220787,2.3219690720240274,36,0,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.31666666666666665,0.31666666666666665,0.0,0.31666666666666665,0.31666666666666665,0.0,0.22681396945759102,0.4144202158406929,2.8200582872544446,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,combined_outage,non_ramp,5724,5724,5321,3.6356539198514373,3.681697368621826,4.435829456080113,0.8361760486737525,5724,0,1.0,0.9295946890286513,0.9295946890286513,0.9295946890286513,0.029594689028651255,0.0,0.029594689028651255,0.029594689028651255,0.0,0.029594689028651255,0.12118846399504792,0.1478609818693371,1.291284563313306,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,combined_outage,ramp,36,36,20,6.35450898276435,6.479375839233398,16.56251647737291,2.5562608771853976,36,0,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.34444444444444444,0.34444444444444444,0.0,0.34444444444444444,0.34444444444444444,0.0,0.211816966092145,0.552083882579097,3.072330338492705,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,irradiance_outage,non_ramp,5724,5724,5348,3.2646191288890636,3.0520660281181335,3.892537517560159,0.7176039482966055,5724,0,1.0,0.9343116701607268,0.9343116701607268,0.9343116701607268,0.03431167016072678,0.0,0.03431167016072678,0.03431167016072678,0.0,0.03431167016072678,0.10882063762963545,0.12975125058533862,1.130714450020271,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,irradiance_outage,ramp,36,36,25,6.322482029596965,6.061382532119751,13.26093316078186,2.3526582452985974,36,0,1.0,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.2055555555555556,0.2055555555555556,0.0,0.2055555555555556,0.2055555555555556,0.0,0.2107494009865655,0.4420311053593953,2.8394012965680013,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,recent_power_outage,non_ramp,5724,5724,5246,4.655446937399764,4.718202114105225,5.519648077573901,1.047019095785423,5724,0,1.0,0.916491963661775,0.916491963661775,0.916491963661775,0.016491963661774967,0.0,0.016491963661774967,0.016491963661774967,0.0,0.016491963661774967,0.15518156457999213,0.18398826925246337,1.590345381389384,usable_predictions,attempted_predictions
CSGS8,q2_2020,4,0.25,robust_risk_mondrian,recent_power_outage,ramp,36,36,23,8.093665781948301,7.586830139160156,17.132169746690327,2.8599575890435114,36,0,1.0,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.2611111111111112,0.2611111111111112,0.0,0.2611111111111112,0.2611111111111112,0.0,0.26978885939827674,0.5710723248896775,3.333968800459884,usable_predictions,attempted_predictions
