station,horizon_steps,horizon_minutes,method,groups,folds,worst_group_undercoverage,q90_group_undercoverage,mean_group_absolute_coverage_error,mean_normalized_width,mean_normalized_interval_score,clean_normalized_interval_score,mean_mae,attempted_predictions,usable_predictions,unavailable_predictions,prediction_availability,minimum_group_availability,mean_group_service_coverage,worst_group_service_undercoverage
CSGS7,1,15,persistence_condition_cqr,40,4,0.8925373134328358,0.8297945205479452,0.26541335787796017,0.3978790012342425,0.963467052558476,1.0172940984079162,4.610824339023496,117120,117120,0,1.0,1.0,0.7098753714391035,0.8925373134328358
CSGS7,1,15,robust_condition_cqr,40,4,0.35376712328767124,0.3191901408450705,0.16288484434673947,0.25295888259794364,0.5362377900551325,0.5417469187840669,2.7285797908925447,117120,117120,0,1.0,1.0,0.7859106031920605,0.35376712328767124
CSGS7,1,15,robust_local_cqr,40,4,0.24589041095890418,0.20138192166698832,0.10861841094254532,0.2960944204546423,0.4758419788223776,0.4721453203332607,2.7285797908925447,117120,117120,0,1.0,1.0,0.8559421672392353,0.24589041095890418
CSGS7,1,15,robust_risk_mondrian,40,4,0.26472602739726026,0.20299295774647894,0.11107461050167271,0.2899813023041685,0.4809898254348825,0.47525438792619457,2.7285797908925447,117120,117120,0,1.0,1.0,0.8470277632708129,0.26472602739726026
CSGS7,1,15,robust_rolling_cqr,40,4,0.35376712328767124,0.31109154929577465,0.16193049229087597,0.2560397739517558,0.531472785578481,0.5360070602627977,2.7285797908925447,117120,117120,0,1.0,1.0,0.7915895538117129,0.35376712328767124
CSGS7,4,60,clean_condition_cqr,40,4,0.2600377002827522,0.23381390939067065,0.08184591758329918,0.3735977027024706,0.5683516445289412,0.5302435795807905,3.2890480700288762,117120,117120,0,1.0,1.0,0.8613850179671105,0.2600377002827522
CSGS7,4,60,lgbm_condition_cqr,40,4,0.16743468422135366,0.09437609866860547,0.05922255891815555,0.3989223462864949,0.4802972274922278,0.4311468767309019,3.518559450936441,117120,117120,0,1.0,1.0,0.8916619888963313,0.16743468422135366
CSGS7,4,60,oracle_ramp_mondrian,40,4,0.06023738872403561,0.031668237511781334,0.026260855112827088,0.33035621713796387,0.42952261163630523,0.4207955182279977,2.542171632581559,117120,117120,0,1.0,1.0,0.902454474324589,0.06023738872403561
CSGS7,4,60,persistence_condition_cqr,40,4,0.5728334956183058,0.502373887240356,0.18429244229750852,0.5634528960148774,0.9517562798735734,0.9392207619402502,6.6902051691461555,117120,117120,0,1.0,1.0,0.7958332310354674,0.5728334956183058
CSGS7,4,60,robust_condition_cqr,40,4,0.18684470820969334,0.16271018793273992,0.07162746838868156,0.28255325782225665,0.457698214815359,0.4527146826059542,2.542171632581559,117120,117120,0,1.0,1.0,0.8606231599092566,0.18684470820969334
CSGS7,4,60,robust_local_cqr,40,4,0.10672601384767555,0.08832838773491597,0.04950578803961546,0.3196641645666764,0.4369157212801699,0.4305074762665218,2.542171632581559,117120,117120,0,1.0,1.0,0.8949305202979122,0.10672601384767555
CSGS7,4,60,robust_risk_mondrian,40,4,0.17101879327398617,0.11790306627101887,0.05174145344562734,0.3036464869788422,0.4444753437999666,0.43327339687469635,2.542171632581559,117120,117120,0,1.0,1.0,0.8827538087484246,0.17101879327398617
CSGS7,4,60,robust_rolling_cqr,40,4,0.16607319485657768,0.15075983223187728,0.07335198431704254,0.2794776531417053,0.4570657827150618,0.45142510361763444,2.542171632581559,117120,117120,0,1.0,1.0,0.8568290946314508,0.16607319485657768
CSGS8,1,15,clean_condition_cqr,40,4,0.7125,0.4887613582018174,0.20823359831430138,0.2939719321104243,0.6503028371908701,0.28266339239405824,4.191566921296819,115520,115520,0,1.0,1.0,0.7157980345620718,0.7125
