station,fold,horizon_steps,method,condition,ramp_direction,attempted_n,usable_n,covered_n,mean_width,median_width,interval_score,mae,n,unavailable_n,availability_rate,coverage,issued_coverage,service_coverage,coverage_error,undercoverage_error,overcoverage_error,service_coverage_error,service_undercoverage_error,service_overcoverage_error,normalized_width,normalized_interval_score,rmse,metric_denominator,service_denominator,mean_interval_score
CSGS2,q1_2020,1,oracle_ramp_mondrian,clean,down,96,96,86,46.044255917300084,44.734209060668945,59.04953708254228,14.757819542040428,96,0,1.0,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.004166666666666652,0.004166666666666652,0.0,0.004166666666666652,0.004166666666666652,0.0,0.3541865839792314,0.4542272083272483,16.687920864778135,usable_predictions,attempted_predictions,59.04953708254228
CSGS2,q1_2020,1,oracle_ramp_mondrian,clean,up,87,87,77,44.23791859615808,43.95930862426758,54.44785629469773,14.310880880246216,87,0,1.0,0.8850574712643678,0.8850574712643678,0.8850574712643678,0.014942528735632177,0.014942528735632177,0.0,0.014942528735632177,0.014942528735632177,0.0,0.3402916815089083,0.4188296638053671,16.239110991315165,usable_predictions,attempted_predictions,54.44785629469773
CSGS2,q1_2020,1,oracle_ramp_mondrian,combined_outage,down,96,96,84,57.65249404062828,56.68596696853638,75.0875041410327,13.830414065470299,96,0,1.0,0.875,0.875,0.875,0.025000000000000022,0.025000000000000022,0.0,0.025000000000000022,0.025000000000000022,0.0,0.4434807233894483,0.5775961857002515,17.262410460616945,usable_predictions,attempted_predictions,75.0875041410327
CSGS2,q1_2020,1,oracle_ramp_mondrian,combined_outage,up,87,87,78,49.01147801300575,49.51439666748047,55.081804894852915,13.53472587980073,87,0,1.0,0.896551724137931,0.896551724137931,0.896551724137931,0.0034482758620689724,0.0034482758620689724,0.0,0.0034482758620689724,0.0034482758620689724,0.0,0.3770113693308135,0.42370619149886857,15.187410165432171,usable_predictions,attempted_predictions,55.081804894852915
CSGS2,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,down,96,96,88,48.492341078817844,47.59384512901306,59.21153298268715,14.88650489722689,96,0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.016666666666666607,0.0,0.016666666666666607,0.016666666666666607,0.0,0.016666666666666607,0.3730180082985988,0.455473330636055,16.824385688469174,usable_predictions,attempted_predictions,59.21153298268715
CSGS2,q1_2020,1,oracle_ramp_mondrian,irradiance_outage,up,87,87,81,45.58666616918027,46.92563438415527,52.76490741659855,14.198594652373215,87,0,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.03103448275862064,0.0,0.03103448275862064,0.03103448275862064,0.0,0.03103448275862064,0.3506666628398482,0.4058839032046042,15.952865132535216,usable_predictions,attempted_predictions,52.76490741659855
CSGS2,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,down,96,96,87,53.7479748458912,53.16982364654541,64.86019818795224,13.462939181675514,96,0,1.0,0.90625,0.90625,0.90625,0.006249999999999978,0.0,0.006249999999999978,0.006249999999999978,0.0,0.006249999999999978,0.41344596035300923,0.49892460144578643,16.975755017256727,usable_predictions,attempted_predictions,64.86019818795224
CSGS2,q1_2020,1,oracle_ramp_mondrian,recent_power_outage,up,87,87,75,47.93377844972172,46.977020263671875,58.601250499829476,13.81391479229105,87,0,1.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.037931034482758696,0.037931034482758696,0.0,0.037931034482758696,0.037931034482758696,0.0,0.3687213726901671,0.4507788499986883,15.82755420619451,usable_predictions,attempted_predictions,58.601250499829476
CSGS2,q1_2020,1,oracle_ramp_mondrian,weather_outage,down,96,96,86,45.153604607097805,44.10727334022522,59.27508735191077,14.90362860634923,96,0,1.0,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.004166666666666652,0.004166666666666652,0.0,0.004166666666666652,0.004166666666666652,0.0,0.3473354200545985,0.4559622103993136,16.77717303621783,usable_predictions,attempted_predictions,59.27508735191077
CSGS2,q1_2020,1,oracle_ramp_mondrian,weather_outage,up,87,87,76,42.487286671905125,43.00560522079468,54.47000889950593,14.579799136896243,87,0,1.0,0.8735632183908046,0.8735632183908046,0.8735632183908046,0.02643678160919538,0.02643678160919538,0.0,0.02643678160919538,0.02643678160919538,0.0,0.3268252820915779,0.4190000684577379,16.39999875230784,usable_predictions,attempted_predictions,54.47000889950593
