station,fold,horizon_steps,method,condition,ramp_group,attempted_n,usable_n,covered_n,mean_width,median_width,interval_score,mae,n,unavailable_n,availability_rate,coverage,issued_coverage,service_coverage,coverage_error,undercoverage_error,overcoverage_error,service_coverage_error,service_undercoverage_error,service_overcoverage_error,normalized_width,normalized_interval_score,rmse,metric_denominator,service_denominator,ramp_prevalence,eligible_for_conditional_metrics
CSGS6,q3_2020,1,lgbm_condition_cqr,clean,non_ramp,5291,5291,4931,4.336549637479877,3.5616307258605957,4.8370246279804885,0.6989285319542369,5291,0,1.0,0.931959931959932,0.931959931959932,0.931959931959932,0.031959931959931964,0.0,0.031959931959931964,0.031959931959931964,0.0,0.031959931959931964,0.12390141821371076,0.13820070365658538,1.1418436322235035,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,lgbm_condition_cqr,clean,ramp,597,597,338,9.776325088449859,9.765361785888672,26.799707137559928,5.3143769960906635,597,0,1.0,0.5661641541038526,0.5661641541038526,0.5661641541038526,0.33383584589614745,0.33383584589614745,0.0,0.33383584589614745,0.33383584589614745,0.0,0.2793235739557103,0.765705918215998,5.872961528695035,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,lgbm_condition_cqr,combined_outage,non_ramp,5291,5291,5065,20.582996064155274,19.963214874267578,21.640517975787905,6.4057661666162735,5291,0,1.0,0.9572859572859573,0.9572859572859573,0.9572859572859573,0.05728595728595731,0.0,0.05728595728595731,0.05728595728595731,0.0,0.05728595728595731,0.5880856018330078,0.6183005135939401,7.7421857633804745,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,lgbm_condition_cqr,combined_outage,ramp,597,597,541,23.13315633713101,23.675994873046875,26.141523278138944,8.885521651212894,597,0,1.0,0.9061976549413735,0.9061976549413735,0.9061976549413735,0.006197654941373476,0.0,0.006197654941373476,0.006197654941373476,0.0,0.006197654941373476,0.6609473239180288,0.7469006650896841,10.543526629063477,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,lgbm_condition_cqr,irradiance_outage,non_ramp,5291,5291,4831,5.519210759173743,4.258429765701294,6.037592832809281,1.1677312523504517,5291,0,1.0,0.9130599130599131,0.9130599130599131,0.9130599130599131,0.013059913059913053,0.0,0.013059913059913053,0.013059913059913053,0.0,0.013059913059913053,0.15769173597639266,0.17250265236597948,1.485259952266041,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,lgbm_condition_cqr,irradiance_outage,ramp,597,597,392,10.855957968750191,10.656900405883789,24.27745902977597,5.145349622871009,597,0,1.0,0.6566164154103853,0.6566164154103853,0.6566164154103853,0.24338358458961473,0.24338358458961473,0.0,0.24338358458961473,0.24338358458961473,0.0,0.3101702276785769,0.6936416865650277,5.846764887581981,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,lgbm_condition_cqr,recent_power_outage,non_ramp,5291,5291,5066,19.527813471280613,18.705339431762695,20.41843666018261,6.1658035984395365,5291,0,1.0,0.9574749574749575,0.9574749574749575,0.9574749574749575,0.057474957474957455,0.0,0.057474957474957455,0.057474957474957455,0.0,0.057474957474957455,0.5579375277508747,0.583383904576646,7.535764290275843,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,lgbm_condition_cqr,recent_power_outage,ramp,597,597,541,23.063005583170472,23.612916946411133,26.107222180070988,8.772995725648487,597,0,1.0,0.9061976549413735,0.9061976549413735,0.9061976549413735,0.006197654941373476,0.0,0.006197654941373476,0.006197654941373476,0.0,0.006197654941373476,0.6589430166620135,0.7459206337163139,10.415680935718541,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,lgbm_condition_cqr,weather_outage,non_ramp,5291,5291,4939,4.347447651694302,3.66444756090641,4.858739454155059,0.712951579375381,5291,0,1.0,0.9334719334719335,0.9334719334719335,0.9334719334719335,0.033471933471933446,0.0,0.033471933471933446,0.033471933471933446,0.0,0.033471933471933446,0.12421279004840863,0.1388211272615731,1.1589156356605654,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,lgbm_condition_cqr,weather_outage,ramp,597,597,337,9.640493186474645,9.65880298614502,27.32192289809286,5.271201749243329,597,0,1.0,0.5644891122278057,0.5644891122278057,0.5644891122278057,0.3355108877721943,0.3355108877721943,0.0,0.3355108877721943,0.3355108877721943,0.0,0.27544266247070415,0.7806263685169389,5.847143438310141,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,clean,non_ramp,5291,5291,4682,4.0619780314411305,3.0513453483581543,4.856271617822965,0.8033732394039782,5291,0,1.0,0.8848988848988849,0.8848988848988849,0.8848988848988849,0.015101115101115115,0.015101115101115115,0.0,0.015101115101115115,0.015101115101115115,0.0,0.1160565151840323,0.1387506176520847,1.349666055671799,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,clean,ramp,597,597,542,16.039382202341727,16.147268772125244,19.22925626113387,4.898374542818597,597,0,1.0,0.9078726968174204,0.9078726968174204,0.9078726968174204,0.007872696817420421,0.0,0.007872696817420421,0.007872696817420421,0.0,0.007872696817420421,0.45826806292404937,0.5494073217466819,5.562327968602039,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,combined_outage,non_ramp,5291,5291,4482,5.1432042043570565,4.843065977096558,9.60692428735718,1.6011771338948773,5291,0,1.0,0.8470988470988471,0.8470988470988471,0.8470988470988471,0.05290115290115294,0.05290115290115294,0.0,0.05290115290115294,0.05290115290115294,0.0,0.14694869155305876,0.27448355106734795,2.7758249965044692,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,combined_outage,ramp,597,597,546,15.938254587726677,16.210439682006836,19.506629239087626,4.435605773374663,597,0,1.0,0.914572864321608,0.914572864321608,0.914572864321608,0.014572864321607981,0.0,0.014572864321607981,0.014572864321607981,0.0,0.014572864321607981,0.4553787025064765,0.5573322639739322,5.350983494990816,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,irradiance_outage,non_ramp,5291,5291,4778,4.631320279637854,3.785618782043457,5.335861486365599,0.8989486160865403,5291,0,1.0,0.903042903042903,0.903042903042903,0.903042903042903,0.003042903042903,0.0,0.003042903042903,0.003042903042903,0.0,0.003042903042903,0.13232343656108153,0.1524531853247314,1.497803076486561,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,irradiance_outage,ramp,597,597,538,15.882599468101938,16.266391396522522,19.214725464926424,4.659063081945007,597,0,1.0,0.9011725293132329,0.9011725293132329,0.9011725293132329,0.0011725293132328618,0.0,0.0011725293132328618,0.0011725293132328618,0.0,0.0011725293132328618,0.45378855623148395,0.548992156140755,5.390422759231114,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,recent_power_outage,non_ramp,5291,5291,4685,4.903871776540867,4.324585914611816,6.491145605262333,1.2110117934702496,5291,0,1.0,0.8854658854658854,0.8854658854658854,0.8854658854658854,0.014534114534114573,0.014534114534114573,0.0,0.014534114534114573,0.014534114534114573,0.0,0.14011062218688192,0.18546130300749522,2.070548676467547,usable_predictions,attempted_predictions,0.8986073369565217,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,recent_power_outage,ramp,597,597,533,16.33307475091693,16.308837890625,19.779653059482463,4.664174379515688,597,0,1.0,0.8927973199329984,0.8927973199329984,0.8927973199329984,0.007202680067001643,0.007202680067001643,0.0,0.007202680067001643,0.007202680067001643,0.0,0.4666592785976265,0.5651329445566418,5.506288967502185,usable_predictions,attempted_predictions,0.10139266304347826,True
CSGS6,q3_2020,1,oracle_ramp_mondrian,weather_outage,non_ramp,5291,5291,4715,4.219534647792166,3.491943836212158,5.018532818326619,0.8631923715190806,5291,0,1.0,0.8911358911358911,0.8911358911358911,0.8911358911358911,0.008864108864108933,0.008864108864108933,0.0,0.008864108864108933,0.008864108864108933,0.0,0.12055813279406188,0.14338665195218914,1.4333711841247256,usable_predictions,attempted_predictions,0.8986073369565217,True
