station,fold,horizon_steps,method,worst_undercoverage,mean_abs_coverage_error,mean_normalized_width,mean_normalized_interval_score,attempted_predictions,usable_predictions,unavailable_predictions,minimum_group_availability,mean_group_service_coverage
CSGS5,q3_2020,1,lgbm_condition_cqr,0.28775510204081634,0.10930931833542204,0.40227991027254567,0.5611720751249285,22970,22970,0,1.0,0.8345474135735174
CSGS5,q3_2020,1,oracle_ramp_mondrian,0.0018472291562656729,0.014293644567162834,0.32963165084621643,0.39195754511735104,22970,22970,0,1.0,0.9138561715250253
CSGS5,q3_2020,1,persistence_condition_cqr,0.6244897959183674,0.23140349091901888,0.40924601368291375,0.8012913994658574,22970,21510,1460,0.8210184722915627,0.7051704755791482
CSGS5,q3_2020,1,robust_condition_cqr,0.2945578231292517,0.14327063826029662,0.259418114996114,0.463047310143597,22970,22970,0,1.0,0.805855672273902
CSGS5,q3_2020,1,robust_local_cqr,0.18231292517006803,0.09661273396028407,0.28575942924844844,0.43254343690378283,22970,22970,0,1.0,0.8517147747766106
CSGS5,q3_2020,1,robust_risk_mondrian,0.20272108843537417,0.10476360289497726,0.2785605708476261,0.43637747633633095,22970,22970,0,1.0,0.8408180246636847
CSGS5,q3_2020,1,robust_rolling_cqr,0.2962585034013606,0.14426786690712232,0.2544351001613352,0.46710419601517933,22970,22970,0,1.0,0.79766922745134
CSGS5,q3_2020,4,clean_condition_cqr,0.2529411764705882,0.10932863944417734,0.4292830859256921,0.6309801783468609,21600,21600,0,1.0,0.8566910682866821
CSGS5,q3_2020,4,lgbm_condition_cqr,0.20740037950664136,0.06792664605877899,0.4457730991199148,0.5682765635984868,21600,21600,0,1.0,0.8676609914098226
CSGS5,q3_2020,4,oracle_ramp_mondrian,0.005984708673872907,0.014808093006642098,0.40147808976919075,0.4736497464347648,21600,21600,0,1.0,0.9131177926380915
CSGS5,q3_2020,4,persistence_condition_cqr,0.581214421252372,0.2378192166343888,0.5520099122251627,0.9540038339758257,21600,20140,1460,0.8207223833377274,0.6930049912177181
CSGS5,q3_2020,4,robust_condition_cqr,0.18842504743833022,0.08529729437678817,0.33109575664628543,0.5195703876183821,21600,21600,0,1.0,0.846208110316067
CSGS5,q3_2020,4,robust_local_cqr,0.14478178368121442,0.06739389597635911,0.35325141558084394,0.49198522914669496,21600,21600,0,1.0,0.8746045221623173
CSGS5,q3_2020,4,robust_risk_mondrian,0.15996204933586344,0.07452332795206991,0.3390375448704369,0.5119621038961312,21600,21600,0,1.0,0.855927502525125
CSGS5,q3_2020,4,robust_rolling_cqr,0.20740037950664136,0.09058297242848731,0.32193688482432187,0.5273115295420402,21600,21600,0,1.0,0.8351750027890187
CSGS5,q4_2020,1,clean_condition_cqr,0.4824915824915825,0.17041548342260088,0.36208122484017136,0.6195343714125047,18345,18345,0,1.0,0.7901461231532406
CSGS5,q4_2020,1,lgbm_condition_cqr,0.36464646464646466,0.126517607869921,0.3792506465322588,0.5589617484474807,18345,18345,0,1.0,0.8259115472638605
CSGS5,q4_2020,1,oracle_ramp_mondrian,0.023962040332147105,0.011789903782786337,0.32440864995157015,0.40640792561647404,18345,18345,0,1.0,0.9022268952873935
CSGS5,q4_2020,1,persistence_condition_cqr,0.6138047138047138,0.2418707724100729,0.3872432885995941,0.7980471218817408,18345,16875,1470,0.788552787663108,0.6700510442503325
CSGS5,q4_2020,1,robust_condition_cqr,0.34444444444444444,0.15716788286183303,0.2548594250368308,0.49458860260195187,18345,18345,0,1.0,0.7754418443030542
CSGS5,q4_2020,1,robust_local_cqr,0.2400673400673401,0.12069538804414251,0.27841353775463157,0.46198574827070427,18345,18345,0,1.0,0.8257458930946475
CSGS5,q4_2020,1,robust_risk_mondrian,0.2905723905723906,0.13196226799429647,0.26611301869986015,0.4726176348523742,18345,18345,0,1.0,0.7952619312939598
CSGS5,q4_2020,1,robust_rolling_cqr,0.33771043771043774,0.15241891033705982,0.2563504925546958,0.49234065849281905,18345,18345,0,1.0,0.7780081359262854
CSGS5,q4_2020,4,clean_condition_cqr,0.2568464730290456,0.09268438075065102,0.39423475214991816,0.5711749618629625,16965,16965,0,1.0,0.86853500315729
CSGS5,q4_2020,4,lgbm_condition_cqr,0.3128630705394191,0.09830709385347605,0.4120235388642257,0.535996137946367,16965,16965,0,1.0,0.8603817826501565
CSGS5,q4_2020,4,oracle_ramp_mondrian,0.027104087942287913,0.02552591329782152,0.38375051970265883,0.4496255074525638,16965,16965,0,1.0,0.920105095709364
CSGS5,q4_2020,4,persistence_condition_cqr,0.7236514522821577,0.3028687837835768,0.5189350335521642,1.0209496073134565,16965,15495,1470,0.6970954356846473,0.5828844232279621
CSGS5,q4_2020,4,robust_condition_cqr,0.19668049792531117,0.0872233522580682,0.3174202441335437,0.48888320251385287,16965,16965,0,1.0,0.850179602053165
