horizon_steps,baseline_worst_undercoverage,local_worst_undercoverage,oracle_worst_undercoverage,recoverable_gap_base_to_oracle,remaining_local_to_oracle_gap,local_interval_score,oracle_interval_score
1,0.426431718061674,0.3464285714285714,0.0543367346938775,0.3720949833677965,0.2920918367346939,0.3963066854135432,0.3376165518831294
4,0.1536543422184006,0.0693895098882201,0.0631701631701632,0.0904841790482374,0.006219346718056892,0.3540061148151552,0.3635701342273461
