fold,horizon_steps,method,condition,ramp_group,n,coverage,coverage_error,mean_width,median_width,interval_score,mae,rmse,undercoverage_error,overcoverage_error,normalized_width,normalized_interval_score
q3_2020,4,lgbm_condition_cqr,recent_power_outage,ramp,1001,0.952047952047952,0.052047952047951984,21.444787366704627,20.958632946014404,22.681868252280232,7.919807057310413,11.057169128159337,0.0,0.052047952047951984,0.4288957473340925,0.45363736504560465
q3_2020,4,lgbm_condition_cqr,weather_outage,non_ramp,4887,0.9486392469817884,0.04863924698178834,11.542883777048479,10.709834098815918,12.499800977132104,1.8659938447041533,3.1749263470495532,0.0,0.04863924698178834,0.2308576755409696,0.24999601954264208
q3_2020,4,lgbm_condition_cqr,weather_outage,ramp,1001,0.8421578421578422,0.05784215784215785,14.662762309630196,13.779770374298096,20.342034381095107,4.401121491467679,6.940894921475776,0.05784215784215785,0.0,0.2932552461926039,0.4068406876219022
q3_2020,4,oracle_ramp_mondrian,clean,non_ramp,4887,0.9204010640474729,0.020401064047472883,8.66055286221355,8.125257968902588,10.992898547442051,2.014391310161215,3.4052932128970395,0.0,0.020401064047472883,0.173211057244271,0.21985797094884102
q3_2020,4,oracle_ramp_mondrian,clean,ramp,1001,0.9280719280719281,0.028071928071928043,16.04134399486756,14.064783096313477,20.897890484495484,3.745588200581776,6.040695379419884,0.0,0.028071928071928043,0.3208268798973512,0.4179578096899097
q3_2020,4,oracle_ramp_mondrian,combined_outage,non_ramp,4887,0.9441375076734193,0.044137507673419285,11.978747520248758,12.011432647705078,14.337391085905757,2.739456258039606,4.341085972357917,0.0,0.044137507673419285,0.23957495040497517,0.28674782171811514
q3_2020,4,oracle_ramp_mondrian,combined_outage,ramp,1001,0.926073926073926,0.026073926073926,16.429903126411983,14.819040298461914,22.005513181487522,3.6494709300351786,5.641421360833912,0.0,0.026073926073926,0.32859806252823964,0.4401102636297505
q3_2020,4,oracle_ramp_mondrian,irradiance_outage,non_ramp,4887,0.9171270718232044,0.017127071823204387,9.256784003592468,9.254366397857666,12.195087362129744,2.335355948378954,3.794917798176347,0.0,0.017127071823204387,0.18513568007184936,0.2439017472425949
q3_2020,4,oracle_ramp_mondrian,irradiance_outage,ramp,1001,0.9340659340659341,0.034065934065934056,16.673050376514976,15.584326267242432,20.64801119145687,3.623117758350058,5.774487169224381,0.0,0.034065934065934056,0.3334610075302995,0.4129602238291374
q3_2020,4,oracle_ramp_mondrian,recent_power_outage,non_ramp,4887,0.9486392469817884,0.04863924698178834,10.73580059733191,11.215988159179688,12.358808173685796,2.3869186991115026,3.8223323680349064,0.0,0.04863924698178834,0.2147160119466382,0.24717616347371593
q3_2020,4,oracle_ramp_mondrian,recent_power_outage,ramp,1001,0.9210789210789211,0.021078921078921065,16.36220762108129,14.578230857849121,21.414519124885103,3.829896973831194,5.9486273262271405,0.0,0.021078921078921065,0.3272441524216258,0.42829038249770207
q3_2020,4,oracle_ramp_mondrian,weather_outage,non_ramp,4887,0.9240843052997749,0.0240843052997749,8.958679886109145,8.598968505859375,11.517890686882456,2.109076859930637,3.547655631280523,0.0,0.0240843052997749,0.17917359772218291,0.23035781373764913
q3_2020,4,oracle_ramp_mondrian,weather_outage,ramp,1001,0.9340659340659341,0.034065934065934056,16.057179667126317,13.758758544921875,20.51120821875962,3.640691562995806,5.973892195591818,0.0,0.034065934065934056,0.32114359334252635,0.4102241643751924
q3_2020,4,persistence_condition_cqr,clean,non_ramp,4887,1.0,0.09999999999999998,17.36346232557154,20.260597229003906,17.36346232557154,3.564451276444845,4.714551785682032,0.0,0.09999999999999998,0.3472692465114308,0.3472692465114308
q3_2020,4,persistence_condition_cqr,clean,ramp,1001,0.2857142857142857,0.6142857142857143,20.539392058829684,21.779329299926758,57.94178582909522,12.624837238896083,12.985962605738422,0.6142857142857143,0.0,0.41078784117659367,1.1588357165819043
q3_2020,4,persistence_condition_cqr,combined_outage,non_ramp,4887,0.9136484550849192,0.013648455084919187,36.27960798020281,36.48599910736084,40.84159266733405,11.041495714989365,14.27522524968243,0.0,0.013648455084919187,0.7255921596040562,0.816831853346681
q3_2020,4,persistence_condition_cqr,combined_outage,ramp,1001,0.7312687312687313,0.16873126873126876,35.75963155918575,37.37246608734131,52.2454842875426,19.91241585915642,21.438880358915327,0.16873126873126876,0.0,0.715192631183715,1.044909685750852
q3_2020,4,persistence_condition_cqr,irradiance_outage,non_ramp,4887,1.0,0.09999999999999998,17.36346232557154,20.260597229003906,17.36346232557154,3.564451276444845,4.714551785682032,0.0,0.09999999999999998,0.3472692465114308,0.3472692465114308
q3_2020,4,persistence_condition_cqr,irradiance_outage,ramp,1001,0.2857142857142857,0.6142857142857143,20.539392058829684,21.779329299926758,57.94178582909522,12.624837238896083,12.985962605738422,0.6142857142857143,0.0,0.41078784117659367,1.1588357165819043
q3_2020,4,persistence_condition_cqr,recent_power_outage,non_ramp,4887,0.9136484550849192,0.013648455084919187,36.27960798020281,36.48599910736084,40.84159266733405,11.041495714989365,14.27522524968243,0.0,0.013648455084919187,0.7255921596040562,0.816831853346681
q3_2020,4,persistence_condition_cqr,recent_power_outage,ramp,1001,0.7312687312687313,0.16873126873126876,35.75963155918575,37.37246608734131,52.2454842875426,19.91241585915642,21.438880358915327,0.16873126873126876,0.0,0.715192631183715,1.044909685750852
q3_2020,4,persistence_condition_cqr,weather_outage,non_ramp,4887,1.0,0.09999999999999998,17.36346232557154,20.260597229003906,17.36346232557154,3.564451276444845,4.714551785682032,0.0,0.09999999999999998,0.3472692465114308,0.3472692465114308
q3_2020,4,persistence_condition_cqr,weather_outage,ramp,1001,0.2857142857142857,0.6142857142857143,20.539392058829684,21.779329299926758,57.94178582909522,12.624837238896083,12.985962605738422,0.6142857142857143,0.0,0.41078784117659367,1.1588357165819043
q3_2020,4,robust_condition_cqr,clean,non_ramp,4887,0.9310415387763454,0.031041538776345412,8.965235164414361,8.477425038814545,11.035746763320459,2.014391310161215,3.4052932128970395,0.0,0.031041538776345412,0.1793047032882872,0.22071493526640917
q3_2020,4,robust_condition_cqr,clean,ramp,1001,0.8201798201798202,0.07982017982017986,11.223523543416322,9.165119647979736,21.69426174714908,3.745588200581776,6.040695379419884,0.07982017982017986,0.0,0.22447047086832644,0.43388523494298165
q3_2020,4,robust_condition_cqr,combined_outage,non_ramp,4887,0.948025373439738,0.048025373439738006,12.184019958599354,12.262569427490234,14.406994836125637,2.739456258039606,4.341085972357917,0.0,0.048025373439738006,0.24368039917198708,0.2881398967225127
q3_2020,4,robust_condition_cqr,combined_outage,ramp,1001,0.913086913086913,0.01308691308691301,15.045916970078643,13.402585983276367,21.814679358984446,3.6494709300351786,5.641421360833912,0.0,0.01308691308691301,0.30091833940157287,0.4362935871796889
q3_2020,4,robust_condition_cqr,irradiance_outage,non_ramp,4887,0.9285860446081441,0.028586044608144068,9.62241933741177,9.680617094039917,12.231536121223696,2.335355948378954,3.794917798176347,0.0,0.028586044608144068,0.19244838674823542,0.24463072242447392
q3_2020,4,robust_condition_cqr,irradiance_outage,ramp,1001,0.8521478521478522,0.047852147852147864,12.051862171063057,10.844222068786621,20.576640841546475,3.623117758350058,5.774487169224381,0.047852147852147864,0.0,0.24103724342126115,0.4115328168309295
q3_2020,4,robust_condition_cqr,recent_power_outage,non_ramp,4887,0.9558011049723757,0.05580110497237567,10.999188869683035,11.531316757202148,12.472037311865854,2.3869186991115026,3.8223323680349064,0.0,0.05580110497237567,0.2199837773936607,0.24944074623731707
q3_2020,4,robust_condition_cqr,recent_power_outage,ramp,1001,0.8811188811188811,0.018881118881118875,13.69193378301127,11.902320861816406,21.468396819543678,3.829896973831194,5.9486273262271405,0.018881118881118875,0.0,0.2738386756602254,0.42936793639087356
