fold,horizon_steps,method,condition,ramp_direction,n,coverage,undercoverage_error,mean_width,mean_interval_score
q1_2020,1,robust_local_cqr,recent_power_outage,down,124,0.7419354838709677,0.15806451612903227,13.621160507202148,35.622764587402344
q1_2020,1,robust_local_cqr,recent_power_outage,up,133,0.7894736842105263,0.1105263157894737,13.756773948669434,19.970857620239258
q1_2020,1,robust_local_cqr,weather_outage,down,124,0.6370967741935484,0.26290322580645165,11.705682754516602,34.280128479003906
q1_2020,1,robust_local_cqr,weather_outage,up,133,0.6842105263157895,0.21578947368421053,12.003067016601562,24.88086700439453
q1_2020,1,robust_risk_mondrian,clean,down,124,0.6209677419354839,0.27903225806451615,11.04160213470459,35.12599182128906
q1_2020,1,robust_risk_mondrian,clean,up,133,0.6390977443609023,0.26090225563909775,11.162564277648926,27.344507217407227
q1_2020,1,robust_risk_mondrian,combined_outage,down,124,0.7016129032258065,0.19838709677419353,13.999322891235352,34.89080047607422
q1_2020,1,robust_risk_mondrian,combined_outage,up,133,0.7142857142857143,0.18571428571428572,12.51248550415039,27.194190979003906
q1_2020,1,robust_risk_mondrian,irradiance_outage,down,124,0.6370967741935484,0.26290322580645165,12.13575267791748,35.11464309692383
q1_2020,1,robust_risk_mondrian,irradiance_outage,up,133,0.6090225563909775,0.29097744360902256,11.570014953613281,29.6500186920166
q1_2020,1,robust_risk_mondrian,recent_power_outage,down,124,0.7258064516129032,0.17419354838709677,13.141335487365723,36.649410247802734
q1_2020,1,robust_risk_mondrian,recent_power_outage,up,133,0.7669172932330827,0.13308270676691736,12.841262817382812,21.286527633666992
q1_2020,1,robust_risk_mondrian,weather_outage,down,124,0.5887096774193549,0.31129032258064515,11.341456413269043,35.010986328125
q1_2020,1,robust_risk_mondrian,weather_outage,up,133,0.6390977443609023,0.26090225563909775,11.555140495300293,25.715503692626953
q1_2020,1,robust_rolling_cqr,clean,down,124,0.5645161290322581,0.3354838709677419,10.090795516967773,37.45962142944336
