fold,horizon_steps,method_base,condition,ramp_group,n_base,coverage_base,coverage_error_base,mean_width_base,median_width_base,interval_score_base,mae_base,rmse_base,undercoverage_error_base,overcoverage_error_base,normalized_width_base,normalized_interval_score_base,method_local,n_local,coverage_local,coverage_error_local,mean_width_local,median_width_local,interval_score_local,mae_local,rmse_local,undercoverage_error_local,overcoverage_error_local,normalized_width_local,normalized_interval_score_local,undercoverage_improvement,coverage_error_improvement,interval_score_change,width_change
q2_2020,4,robust_condition_cqr,clean,non_ramp,4966,0.8741441804269029,0.0258558195730971,8.660978746085489,7.47142219543457,13.488324821179145,2.4242844093405025,4.125977600805449,0.0258558195730971,0.0,0.1732195749217097,0.2697664964235828,robust_local_cqr,4966,0.9128070881997584,0.0128070881997582,11.460102739062595,8.678433656692505,13.948072033487248,2.4242844093405025,4.125977600805449,0.0,0.0128070881997582,0.2292020547812519,0.2789614406697449,0.0258558195730971,0.013048731373338899,0.45974721230810367,2.7991239929771066
q2_2020,4,robust_condition_cqr,clean,ramp,858,0.782051282051282,0.1179487179487179,9.699294332332371,7.300597190856934,28.915033097342004,4.016150854128502,6.789431347357229,0.1179487179487179,0.0,0.1939858866466474,0.57830066194684,robust_local_cqr,858,0.8508158508158508,0.0491841491841492,11.586213274626605,7.86201286315918,24.76886941438719,4.016150854128502,6.789431347357229,0.0491841491841492,0.0,0.2317242654925321,0.4953773882877438,0.06876456876456871,0.06876456876456871,-4.146163682954814,1.8869189422942334
q2_2020,4,robust_condition_cqr,combined_outage,non_ramp,4966,0.8701167942005639,0.0298832057994361,10.4656951925752,10.02751436829567,19.232815587846524,3.1954729748714468,5.267078949751189,0.0298832057994361,0.0,0.2093139038515039,0.3846563117569305,robust_local_cqr,4966,0.8882400322190898,0.0117599677809102,12.8590756990489,11.20111733675003,17.460131030722643,3.1954729748714468,5.267078949751189,0.0117599677809102,0.0,0.257181513980978,0.3492026206144528,0.0181232380185259,0.0181232380185259,-1.7726845571238812,2.393380506473699
q2_2020,4,robust_condition_cqr,combined_outage,ramp,858,0.837995337995338,0.062004662004662,12.026471890639383,10.089659869670868,27.62953569464785,4.269382504733293,6.6420241359267225,0.062004662004662,0.0,0.2405294378127876,0.552590713892957,robust_local_cqr,858,0.8694638694638694,0.0305361305361305,13.599298102663948,10.834126234054564,24.45394679334336,4.269382504733293,6.6420241359267225,0.0305361305361305,0.0,0.2719859620532789,0.4890789358668672,0.0314685314685315,0.0314685314685315,-3.17558890130449,1.5728262120245642
q2_2020,4,robust_condition_cqr,irradiance_outage,non_ramp,4966,0.8815948449456303,0.0184051550543696,9.244896836704298,8.318962097167969,14.710567822549525,2.569522203060188,4.319973063407851,0.0184051550543696,0.0,0.1848979367340859,0.2942113564509905,robust_local_cqr,4966,0.9172372130487314,0.0172372130487313,12.002729456287966,9.699429512023926,14.958329773495802,2.569522203060188,4.319973063407851,0.0,0.0172372130487313,0.2400545891257593,0.299166595469916,0.0184051550543696,0.001167942005638297,0.24776195094627695,2.7578326195836684
q2_2020,4,robust_condition_cqr,irradiance_outage,ramp,858,0.7902097902097902,0.1097902097902098,10.554819685908464,8.405328273773193,29.151115993554495,4.180582429562415,6.931325507020532,0.1097902097902098,0.0,0.2110963937181693,0.58302231987109,robust_local_cqr,858,0.8484848484848485,0.0515151515151515,12.27915782799254,8.837965250015259,25.02139209638109,4.180582429562415,6.931325507020532,0.0515151515151515,0.0,0.2455831565598508,0.5004278419276218,0.0582750582750583,0.0582750582750583,-4.129723897173406,1.7243381420840755
q2_2020,4,robust_condition_cqr,recent_power_outage,non_ramp,4966,0.8709222714458317,0.0290777285541683,9.969521835135415,10.16028606891632,17.20331591895346,3.096024054759892,5.149617121440088,0.0290777285541683,0.0,0.1993904367027083,0.3440663183790692,robust_local_cqr,4966,0.900523560209424,0.000523560209424,12.767615514711606,10.918269157409668,16.435389857889756,3.096024054759892,5.149617121440088,0.0,0.000523560209424,0.2553523102942321,0.3287077971577951,0.0290777285541683,0.0285541683447443,-0.7679260610637044,2.7980936795761906
q2_2020,4,robust_condition_cqr,recent_power_outage,ramp,858,0.817016317016317,0.0829836829836829,11.489016384079548,9.635448694229126,25.714530694302788,4.018714280117364,6.347572208657227,0.0829836829836829,0.0,0.2297803276815909,0.5142906138860558,robust_local_cqr,858,0.8927738927738927,0.0072261072261072,13.70903065233624,11.008142471313477,22.755994289027992,4.018714280117364,6.347572208657227,0.0072261072261072,0.0,0.2741806130467247,0.4551198857805598,0.0757575757575757,0.0757575757575757,-2.9585364052747956,2.2200142682566923
q2_2020,4,robust_condition_cqr,weather_outage,non_ramp,4966,0.86508256141764,0.03491743858236,8.916807302602347,7.73147988319397,13.950037012596566,2.5197696847566484,4.242616791302007,0.03491743858236,0.0,0.1783361460520469,0.2790007402519313,robust_local_cqr,4966,0.9156262585581956,0.0156262585581956,11.827279353355271,8.926977157592773,14.55039197103402,2.5197696847566484,4.242616791302007,0.0,0.0156262585581956,0.2365455870671054,0.2910078394206803,0.03491743858236,0.0192911800241644,0.600354958437455,2.910472050752924
q2_2020,4,robust_condition_cqr,weather_outage,ramp,858,0.7797202797202797,0.1202797202797203,9.89114917158247,7.234393119812012,27.429861332430985,4.005351291391955,6.736999556421591,0.1202797202797203,0.0,0.1978229834316494,0.5485972266486197,robust_local_cqr,858,0.8613053613053613,0.0386946386946387,11.85518418181262,7.8890061378479,23.47154117986942,4.005351291391955,6.736999556421591,0.0386946386946387,0.0,0.2371036836362524,0.4694308235973883,0.0815850815850816,0.0815850815850816,-3.9583201525615657,1.96403501023015
